Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_SN_MORPH:NATURE,,Morph: Nature,モーフ：自然,Morph: Natur,Morphe : Nature,Morfo: Naturaleza,Morfo: Natureza,Морф: Природа,Morfo: Natura,變形：自然,变换：自然,변신: 자연,Morph: Natura,Морф: Природа,Morph: Natuur,Dönüşüm: Doğa
L_SD_MORPH:NATURE,,Your creatures gain a large amount of {STAT_speed} and their classes become {CLASS_Nature} until the end of battle.,戦闘終了まで、あなたの生物は大量の{STAT_speed}を獲得し、そのクラスは{CLASS_Nature}になる。,Deine Kreaturen erhalten eine große Menge an {STAT_speed} und ihre Klassen werden bis zum Ende des Kampfes zu {CLASS_Nature}.,Vos créatures gagnent une grande quantité de {STAT_speed} et leurs classes deviennent {CLASS_Nature} jusqu'à la fin du combat.,Tus criaturas ganan una gran cantidad de {STAT_speed} y sus clases se convierten en {CLASS_Nature} hasta el final de la batalla.,Suas criaturas ganham uma grande quantidade de {STAT_speed} e suas classes se tornam {CLASS_Nature} até o fim da batalha.,"Ваши существа получают значительное количество {STAT_speed}, и их классы становятся {CLASS_Nature} до конца боя.",Le tue creature ottengono una grande quantità di {STAT_speed} e le loro classi diventano {CLASS_Nature} fino alla fine della battaglia.,你的生物獲得大量{STAT_speed}，且其職業變為{CLASS_Nature}，直到戰鬥結束。,你的生物获得大量{STAT_speed}，并且它们的系别变为{CLASS_Nature}，直到战斗结束。,당신의 생물들은 전투가 끝날 때까지 많은 양의 {STAT_speed}를 얻고 그들의 클래스는 {CLASS_Nature}가 됩니다.,"Twoje stworzenia zyskują dużą ilość {STAT_speed}, a ich klasy zmieniają się w {CLASS_Nature} do końca bitwy.","Ваші істоти отримують велику кількість {STAT_speed}, а їхні класи стають {CLASS_Nature} до кінця бою.",Je wezens krijgen een grote hoeveelheid {STAT_speed} en hun klassen worden {CLASS_Nature} tot het einde van het gevecht.,Yaratıkların savaşın sonuna kadar büyük miktarda {STAT_speed} kazanır ve sınıfları {CLASS_Nature} olur.
L_SN_MORPH:SORCERY,,Morph: Sorcery,モーフ：魔術,Morph: Zauberei,Métamorphose : Sorcellerie,Metamorfosis: Hechicería,Metamorfose: Feitiçaria,Превращение: Колдовство,Morfo: Stregoneria,變形：巫術,变换：法术,변신: 마법,Przemiana: Czary,Морф: Чаклунство,Morph: Toverij,Dönüşüm: Büyücülük
L_SD_MORPH:SORCERY,,Your creatures gain a large amount of {STAT_intelligence} and their classes become {CLASS_Sorcery} until the end of battle.,味方の生物は大量の{STAT_intelligence}を獲得し、戦闘終了まで彼らのクラスは{CLASS_Sorcery}になる。,Deine Kreaturen erhalten eine große Menge an {STAT_intelligence} und ihre Klassen werden bis zum Ende des Kampfes zu {CLASS_Sorcery}.,Vos créatures gagnent une grande quantité de {STAT_intelligence} et leurs classes deviennent {CLASS_Sorcery} jusqu'à la fin du combat.,Tus criaturas ganan una gran cantidad de {STAT_intelligence} y sus clases se convierten en {CLASS_Sorcery} hasta el final de la batalla.,Suas criaturas ganham uma grande quantidade de {STAT_intelligence} e suas classes se tornam {CLASS_Sorcery} até o fim da batalha.,"Ваши существа получают значительное количество {STAT_intelligence}, и их классы становятся {CLASS_Sorcery} до конца битвы.",Le tue creature ottengono una grande quantità di {STAT_intelligence} e le loro classi diventano {CLASS_Sorcery} fino alla fine della battaglia.,你的生物獲得大量的{STAT_intelligence}，並且他們的職業變為{CLASS_Sorcery}，直到戰鬥結束。,你的生物获得大量{STAT_intelligence}，并且它们的系别变为{CLASS_Sorcery}，直到战斗结束。,당신의 생물들은 많은 양의 {STAT_intelligence}를 얻고 전투가 끝날 때까지 그들의 클래스가 {CLASS_Sorcery}가 됩니다.,"Twoje stworzenia zyskują dużą ilość {STAT_intelligence}, a ich klasy stają się {CLASS_Sorcery} do końca bitwy.","Ваші істоти отримують велику кількість {STAT_intelligence}, а їхні класи стають {CLASS_Sorcery} до кінця бою.",Je wezens krijgen een grote hoeveelheid {STAT_intelligence} en hun klassen worden {CLASS_Sorcery} tot het einde van het gevecht.,Yaratıkların büyük miktarda {STAT_intelligence} kazanır ve savaşın sonuna kadar sınıfları {CLASS_Sorcery} olur.
L_SN_MURDEROFCROWS,,Murder of Crows,カラスの群れ,Krähenschwarm,Meurtre de Corbeaux,Asesinato de Cuervos,Assassinato de Corvos,Стая Воронов,Stormo di Corvi,烏鴉群襲,乌鸦群袭,까마귀 떼,Morderstwo Kruków,Вбивство Воронів,Moord van Kraaien,Karga Sürüsü
L_SD_MURDEROFCROWS,,"Random enemies take a moderate amount of damage 3 times, plus 2 more times for each dead creature on the battlefield.",ランダムな敵に中程度のダメージを3回与え、戦場の死亡したクリーチャー1体につき、さらに2回追加で与える。,"Zufällige Feinde erleiden dreimal moderaten Schaden, plus zweimal mehr für jede tote Kreatur auf dem Schlachtfeld.","Les ennemis aléatoires subissent une quantité modérée de dégâts 3 fois, plus 2 fois supplémentaires pour chaque créature morte sur le champ de bataille.","Los enemigos aleatorios reciben una cantidad moderada de daño 3 veces, más 2 veces adicionales por cada criatura muerta en el campo de batalla.","Inimigos aleatórios recebem uma quantidade moderada de dano 3 vezes, mais 2 vezes adicionais para cada criatura morta no campo de batalha.","Случайные враги получают среднее количество урона 3 раза, плюс ещё 2 раза за каждое мёртвое существо на поле боя.","I nemici casuali subiscono una quantità moderata di danni 3 volte, più altre 2 volte per ogni creatura morta sul campo di battaglia.",隨機敵人受到中等傷害3次，戰場上每有一個死亡生物則再增加2次。,随机敌人受到中量伤害3次，战场上每有一个死亡的生物，多造成2次伤害。,"무작위 적들이 3번 중간 정도의 피해를 입고, 전장에 있는 죽은 생물 하나당 2번 더 피해를 입습니다.","Losowi wrogowie otrzymują umiarkowane obrażenia 3 razy, plus 2 dodatkowe razy za każde martwe stworzenie na polu bitwy.","Випадкові вороги отримують помірну кількість пошкоджень 3 рази, плюс ще 2 рази за кожну мертву істоту на полі бою.","Willekeurige vijanden krijgen drie keer een gemiddelde hoeveelheid schade, plus nog 2 keer voor elk dood wezen op het slagveld.","Rastgele düşmanlar 3 kez orta miktarda hasar alır, ayrıca savaş alanındaki her ölü yaratık için 2 kez daha hasar alır."
L_SN_MUSTER,,Muster,集結,Muster,Rassemblement,Reunir,Reunir,Сбор,Radunare,集結,集结,소집,Zbierz,Збір,Verzamelen,Topla
L_SD_MUSTER,,"Target gains {CONDNAME_BUFF_LEECH} and {CONDNAME_BUFF_MEND}, and a large amount of {STAT_attack}.",対象は{CONDNAME_BUFF_LEECH}と{CONDNAME_BUFF_MEND}、そして大量の{STAT_attack}を獲得する。,Ziel erhält {CONDNAME_BUFF_LEECH} und {CONDNAME_BUFF_MEND} sowie eine große Menge an {STAT_attack}.,"La cible gagne {CONDNAME_BUFF_LEECH} et {CONDNAME_BUFF_MEND}, ainsi qu'une grande quantité de {STAT_attack}.","El objetivo gana {CONDNAME_BUFF_LEECH} y {CONDNAME_BUFF_MEND}, y una gran cantidad de {STAT_attack}.","Alvo ganha {CONDNAME_BUFF_LEECH} e {CONDNAME_BUFF_MEND}, e uma grande quantidade de {STAT_attack}.","Цель получает {CONDNAME_BUFF_LEECH} и {CONDNAME_BUFF_MEND}, а также значительное количество {STAT_attack}.","Il bersaglio ottiene {CONDNAME_BUFF_LEECH} e {CONDNAME_BUFF_MEND}, e una grande quantità di {STAT_attack}.",目標獲得{CONDNAME_BUFF_LEECH}和{CONDNAME_BUFF_MEND}，以及大量{STAT_attack}。,目标获得{CONDNAME_BUFF_LEECH}和{CONDNAME_BUFF_MEND}，以及大量{STAT_attack}。,"대상은 {CONDNAME_BUFF_LEECH}와(과) {CONDNAME_BUFF_MEND}를 얻고, 많은 양의 {STAT_attack}을(를) 획득합니다.",Cel zyskuje {CONDNAME_BUFF_LEECH} i {CONDNAME_BUFF_MEND} oraz dużą ilość {STAT_attack}.,"Ціль отримує {CONDNAME_BUFF_LEECH} та {CONDNAME_BUFF_MEND}, а також значну кількість {STAT_attack}.","Doelwit krijgt {CONDNAME_BUFF_LEECH} en {CONDNAME_BUFF_MEND}, en een grote hoeveelheid {STAT_attack}.",Hedef {CONDNAME_BUFF_LEECH} ve {CONDNAME_BUFF_MEND} kazanır ve büyük miktarda {STAT_attack} elde eder.
L_SN_WARPREALITY,,Warp Reality,現実を歪める,Realität verzerren,Distorsion de la Réalité,Distorsión de la Realidad,Distorcer a Realidade,Искажение Реальности,Distorsione della Realtà,扭曲現實,扭曲现实,현실 왜곡,Zakrzywienie Rzeczywistości,Викривлення Реальності,Vervorm Realiteit,Gerçekliği Bük
L_SD_WARPREALITY,,"Target's {CONDNAME_BUFF_BARRIER} shatters, dealing damage to the target equal to 200% of the {CONDNAME_BUFF_BARRIER}'s strength.",対象の{CONDNAME_BUFF_BARRIER}が砕け散り、{CONDNAME_BUFF_BARRIER}の強度の200%に等しいダメージを対象に与える。,Das {CONDNAME_BUFF_BARRIER} des Ziels zerbricht und fügt dem Ziel Schaden in Höhe von 200% der Stärke des {CONDNAME_BUFF_BARRIER} zu.,"La {CONDNAME_BUFF_BARRIER} de la cible se brise, infligeant des dégâts à la cible égaux à 200% de la puissance de la {CONDNAME_BUFF_BARRIER}.","El {CONDNAME_BUFF_BARRIER} del objetivo se rompe, infligiendo daño al objetivo igual al 200% de la fuerza del {CONDNAME_BUFF_BARRIER}.","O {CONDNAME_BUFF_BARRIER} do alvo se despedaça, causando dano ao alvo igual a 200% da força do {CONDNAME_BUFF_BARRIER}.","Барьер {CONDNAME_BUFF_BARRIER} цели разрушается, нанося цели урон, равный 200% от силы {CONDNAME_BUFF_BARRIER}.","Il {CONDNAME_BUFF_BARRIER} del bersaglio si frantuma, infliggendo al bersaglio danni pari al 200% della potenza del {CONDNAME_BUFF_BARRIER}.",目標的{CONDNAME_BUFF_BARRIER}破碎，對目標造成等同於{CONDNAME_BUFF_BARRIER}強度200%的傷害。,目标的{CONDNAME_BUFF_BARRIER}破碎，对目标造成等同于{CONDNAME_BUFF_BARRIER}强度200%的伤害。,"대상의 {CONDNAME_BUFF_BARRIER}가 부서지며, {CONDNAME_BUFF_BARRIER} 강도의 200%에 해당하는 피해를 대상에게 입힙니다.","Bariera {CONDNAME_BUFF_BARRIER} celu pęka, zadając mu obrażenia równe 200% mocy {CONDNAME_BUFF_BARRIER}.","Бар'єр {CONDNAME_BUFF_BARRIER} цілі руйнується, завдаючи цілі шкоди, що дорівнює 200% від сили {CONDNAME_BUFF_BARRIER}.","Het {CONDNAME_BUFF_BARRIER} van het doelwit verbrijzelt, wat schade toebrengt aan het doelwit gelijk aan 200% van de kracht van het {CONDNAME_BUFF_BARRIER}.",Hedefin {CONDNAME_BUFF_BARRIER} parçalanır ve hedefe {CONDNAME_BUFF_BARRIER} gücünün %200'ü kadar hasar verir.
L_SN_NECROMANTICARMOR,,Necromantic Armor,ネクロマンティックアーマー,Nekromantische Rüstung,Armure Nécromantique,Armadura Nigromante,Armadura Necromântica,Некромантический доспех,Armatura Necromantica,死靈護甲,死灵护甲,사령술 갑옷,Zbroja Nekromantyczna,Некромантична броня,Necromantisch Pantser,Nekromantik Zırh
L_SD_NECROMANTICARMOR,,Your creatures gain a moderate amount of {STAT_defense} and {STAT_speed}.,味方の生物は適度な量の{STAT_defense}と{STAT_speed}を獲得する。,Deine Kreaturen erhalten eine moderate Menge an {STAT_defense} und {STAT_speed}.,Vos créatures gagnent une quantité modérée de {STAT_defense} et de {STAT_speed}.,Tus criaturas ganan una cantidad moderada de {STAT_defense} y {STAT_speed}.,Suas criaturas ganham uma quantidade moderada de {STAT_defense} e {STAT_speed}.,Ваши существа получают умеренное количество {STAT_defense} и {STAT_speed}.,Le tue creature ottengono una quantità moderata di {STAT_defense} e {STAT_speed}.,你的生物獲得適量的{STAT_defense}和{STAT_speed}。,你的生物获得中量{STAT_defense}和{STAT_speed}。,당신의 생물들이 적당한 양의 {STAT_defense}와(과) {STAT_speed}를 얻습니다.,Twoje stworzenia zyskują umiarkowaną ilość {STAT_defense} i {STAT_speed}.,Ваші істоти отримують помірну кількість {STAT_defense} та {STAT_speed}.,Je wezens krijgen een gemiddelde hoeveelheid {STAT_defense} en {STAT_speed}.,Yaratıkların orta miktarda {STAT_defense} ve {STAT_speed} kazanır.
L_SN_NECROSIS,,Necrosis,ネクローシス,Nekrose,Nécrose,Necrosis,Necrose,Некроз,Necrosi,壞死,坏死,괴사,Nekroza,Некроз,Necrose,Nekroz
L_SD_NECROSIS,,Enemies take a moderate amount of damage. 50% of the damage is based on the caster's {STAT_speed} instead of {STAT_intelligence}.,敵に中程度のダメージを与える。ダメージの50%は詠唱者の{STAT_intelligence}ではなく{STAT_speed}に基づく。,Feinde erleiden eine moderate Menge an Schaden. 50% des Schadens basieren auf der {STAT_speed} des Zaubernden anstelle von {STAT_intelligence}.,Les ennemis subissent une quantité modérée de dégâts. 50% des dégâts sont basés sur la {STAT_speed} du lanceur au lieu de son {STAT_intelligence}.,Los enemigos reciben una cantidad moderada de daño. El 50% del daño se basa en la {STAT_speed} del lanzador en lugar de su {STAT_intelligence}.,Inimigos recebem uma quantidade moderada de dano. 50% do dano é baseado na {STAT_speed} do conjurador em vez de {STAT_intelligence}.,Враги получают умеренный урон. 50% урона основано на {STAT_speed} заклинателя вместо {STAT_intelligence}.,I nemici subiscono una quantità moderata di danno. Il 50% del danno è basato sulla {STAT_speed} del lanciatore invece che sulla {STAT_intelligence}.,敵人受到中等程度的傷害。50%的傷害基於施法者的{STAT_speed}而非{STAT_intelligence}。,敌人受到中量伤害。50%的伤害基于施法者的{STAT_speed}而非{STAT_intelligence}。,적들이 중간 정도의 피해를 입습니다. 피해의 50%는 {STAT_intelligence} 대신 시전자의 {STAT_speed}에 기반합니다.,Wrogowie otrzymują umiarkowane obrażenia. 50% obrażeń jest oparte na {STAT_speed} rzucającego zamiast na {STAT_intelligence}.,Вороги отримують помірну кількість пошкоджень. 50% пошкоджень базується на {STAT_speed} заклинателя замість {STAT_intelligence}.,Vijanden nemen een gemiddelde hoeveelheid schade. 50% van de schade is gebaseerd op de {STAT_speed} van de gebruiker in plaats van {STAT_intelligence}.,"Düşmanlar orta miktarda hasar alır. Hasarın %50'si, {STAT_intelligence} yerine büyü yapanın {STAT_speed} değerine dayanır."
L_SN_NIGHTMARE,,Nightmare,ナイトメア,Albtraum,Cauchemar,Pesadilla,Pesadelo,Кошмар,Incubo,夢魘,噩梦,악몽,Koszmar,Кошмар,Nachtmerrie,Kabus
L_SD_NIGHTMARE,,Target takes a moderate amount of damage and is afflicted with {CONDNAME_DEBUFF_SLEEP}.,ターゲットは中程度のダメージを受け、{CONDNAME_DEBUFF_SLEEP}状態になる。,Ziel erleidet mittleren Schaden und wird mit {CONDNAME_DEBUFF_SLEEP} belegt.,La cible subit une quantité modérée de dégâts et est affligée de {CONDNAME_DEBUFF_SLEEP}.,El objetivo recibe una cantidad moderada de daño y es afligido con {CONDNAME_DEBUFF_SLEEP}.,O alvo sofre uma quantidade moderada de dano e é afligido com {CONDNAME_DEBUFF_SLEEP}.,Цель получает умеренный урон и поражается {CONDNAME_DEBUFF_SLEEP}.,Il bersaglio subisce una quantità moderata di danni e viene afflitto da {CONDNAME_DEBUFF_SLEEP}.,目標受到中等傷害並陷入{CONDNAME_DEBUFF_SLEEP}狀態。,目标受到中量伤害并被施加{CONDNAME_DEBUFF_SLEEP}。,대상은 중간 정도의 피해를 입고 {CONDNAME_DEBUFF_SLEEP} 상태에 걸립니다.,Cel otrzymuje umiarkowane obrażenia i zostaje dotknięty {CONDNAME_DEBUFF_SLEEP}.,Ціль отримує помірну кількість пошкоджень та вражається {CONDNAME_DEBUFF_SLEEP}.,Doelwit neemt een gemiddelde hoeveelheid schade en wordt getroffen door {CONDNAME_DEBUFF_SLEEP}.,Hedef orta miktarda hasar alır ve {CONDNAME_DEBUFF_SLEEP} etkisine maruz kalır.
L_SN_NIGHTSWORD,,Night Sword,ナイトソード,Nachtschwert,Épée Nocturne,Espada Nocturna,Espada Noturna,Ночной Клинок,Spada Notturna,夜刃,暗夜之剑,밤의 검,Miecz Nocy,Нічний Меч,Nachtzwaard,Gece Kılıcı
L_SD_NIGHTSWORD,,"Target takes a moderate amount of damage and the last Spell Gem the target used is Sealed. If no Spell Gem was used, one is chosen at random.",対象に中程度のダメージを与え、対象が最後に使用した魔石を封印する。魔石を使用していない場合、ランダムに1つが選ばれる。,"Ziel erleidet mittleren Schaden und der letzte vom Ziel verwendete Zauberstein wird Versiegelt. Wenn kein Zauberstein verwendet wurde, wird einer zufällig ausgewählt.","La cible subit une quantité modérée de dégâts et la dernière Gemme de Sort utilisée par la cible est Scellée. Si aucune Gemme de Sort n'a été utilisée, une est choisie au hasard.","El objetivo recibe una cantidad moderada de daño y la última Gema de Hechizo que usó queda Sellada. Si no se usó ninguna Gema de Hechizo, se elige una al azar.","O alvo sofre uma quantidade moderada de dano e a última Gema de Feitiço que o alvo usou é Selada. Se nenhuma Gema de Feitiço foi usada, uma é escolhida aleatoriamente.","Цель получает умеренный урон, и последний Камень Заклинаний, использованный целью, Запечатывается. Если Камень Заклинаний не использовался, один выбирается случайным образом.","Il bersaglio subisce una quantità moderata di danni e l'ultima Gemma Incantesimo usata dal bersaglio viene Sigillata. Se non è stata usata alcuna Gemma Incantesimo, ne viene scelta una a caso.",目標受到中等傷害，且目標最後使用的法術寶石被封印。若目標未使用過法術寶石，則隨機選擇一個封印。,目标受到中量伤害，且目标最后使用的法术宝石被封印。如果没有使用过法术宝石，则随机选择一个封印。,대상은 중간 정도의 피해를 입고 대상이 마지막으로 사용한 주문 보석이 봉인됩니다. 사용한 주문 보석이 없다면 무작위로 하나가 선택됩니다.,"Cel otrzymuje umiarkowane obrażenia, a ostatni Klejnot Zaklęcia użyty przez cel zostaje Zapieczętowany. Jeśli nie użyto żadnego Klejnotu Zaklęcia, jeden zostaje wybrany losowo.","Ціль отримує помірну кількість пошкоджень, і останній Магічний Камінь, який використала ціль, Запечатується. Якщо жоден Магічний Камінь не був використаний, один вибирається випадковим чином.","Doelwit neemt een gemiddelde hoeveelheid schade en de laatste Spreuksteen die het doelwit gebruikte wordt Verzegeld. Als er geen Spreuksteen werd gebruikt, wordt er willekeurig één gekozen.","Hedef orta miktarda hasar alır ve hedefin en son kullandığı Büyü Taşı Mühürlenir. Eğer hiçbir Büyü Taşı kullanılmadıysa, rastgele bir tanesi seçilir."
L_SN_NUTRITION,,Nutrition,栄養,Ernährung,Nutrition,Nutrición,Nutrição,Питание,Nutrizione,營養,滋养,영양,Odżywianie,Харчування,Voeding,Beslenme
L_SD_NUTRITION,,"Removes one of the target's debuffs. If a debuff was successfully removed, heal the target for a large amount of {STAT_health}.",対象のデバフを1つ解除する。デバフの解除に成功した場合、対象の{STAT_health}を大量に回復する。,"Entfernt einen der Debuffs des Ziels. Wenn ein Debuff erfolgreich entfernt wurde, heilt das Ziel um eine große Menge an {STAT_health}.","Supprime l'un des affaiblissements de la cible. Si un affaiblissement a été supprimé avec succès, soigne la cible d'une grande quantité de {STAT_health}.","Elimina uno de los perjuicios del objetivo. Si se eliminó un perjuicio con éxito, cura al objetivo por una gran cantidad de {STAT_health}.","Remove um dos debuffs do alvo. Se um debuff for removido com sucesso, cura o alvo por uma grande quantidade de {STAT_health}.","Снимает один из дебаффов цели. Если дебафф был успешно снят, восстанавливает цели большое количество {STAT_health}.","Rimuove uno dei debuff del bersaglio. Se un debuff è stato rimosso con successo, cura il bersaglio per una grande quantità di {STAT_health}.",移除目標的一個減益效果。若成功移除減益效果，則為目標恢復大量{STAT_health}。,移除目标的一个减益。如果成功地移除了减益，则为目标恢复大量{STAT_health}。,"대상의 디버프 중 하나를 제거합니다. 디버프가 성공적으로 제거되면, 대상의 {STAT_health}를 대량으로 회복시킵니다.","Usuwa jeden z negatywnych efektów celu. Jeśli efekt został pomyślnie usunięty, leczy cel o dużą ilość {STAT_health}.","Знімає один з дебафів цілі. Якщо дебаф було успішно знято, зцілює ціль на велику кількість {STAT_health}.","Verwijdert één van de debuffs van het doelwit. Als een debuff succesvol werd verwijderd, genees het doelwit voor een grote hoeveelheid {STAT_health}.","Hedefin olumsuz etkilerinden birini kaldırır. Eğer bir olumsuz etki başarıyla kaldırıldıysa, hedefi büyük miktarda {STAT_health} ile iyileştirir."
L_SN_PANDEMONIUM,,Pandemonium,パンデモニウム,Pandemonium,Pandémonium,Pandemonio,Pandemonium,Пандемониум,Pandemonium,萬魔殿,混乱,판데모니움,Pandemonium,Пандемоніум,Pandemonium,Pandemonium
L_SD_PANDEMONIUM,,Shuffles the {TIMELINE}.,{TIMELINE}をシャッフルする。,Mischt die {TIMELINE}.,Mélange la {TIMELINE}.,Baraja la {TIMELINE}.,Embaralha a {TIMELINE}.,Перемешивает {TIMELINE}.,Mescola la {TIMELINE}.,洗牌{TIMELINE}。,洗牌{TIMELINE}。,{TIMELINE}을(를) 섞습니다.,Tasuje {TIMELINE}.,Перетасовує {TIMELINE}.,Schudt de {TIMELINE}.,{TIMELINE}'yi karıştırır.
L_SN_PANICATTACK,,Panic Attack,パニックアタック,Panikattacke,Crise de Panique,Ataque de Pánico,Ataque de Pânico,Паническая атака,Attacco di Panico,恐慌症,恐慌攻击,공황 발작,Atak Paniki,Панічна атака,Paniekaanval,Panik Atak
L_SD_PANICATTACK,,Each of your creatures {ACTION_attack} a random enemy for 50% normal damage.,自分のクリーチャーはそれぞれ、ランダムな敵に通常ダメージの50%で{ACTION_attack}する。,Jedes deiner Kreaturen {ACTION_attack} einen zufälligen Gegner für 50% des normalen Schadens.,Chacune de vos créatures {ACTION_attack} un ennemi aléatoire pour 50% des dégâts normaux.,Cada una de tus criaturas {ACTION_attack} a un enemigo aleatorio por 50% del daño normal.,Cada uma de suas criaturas {ACTION_attack} um inimigo aleatório causando 50% do dano normal.,Каждое из ваших существ {ACTION_attack} случайного врага с 50% от обычного урона.,Ognuna delle tue creature {ACTION_attack} un nemico casuale infliggendo il 50% del danno normale.,你的每個生物對一個隨機敵人造成50%普通傷害{ACTION_attack}。,你的每个生物对一个随机敌人造成50%普通伤害{ACTION_attack}。,당신의 각 생물이 무작위 적에게 일반 대미지의 50%로 {ACTION_attack}합니다.,"Każde z twoich stworzeń {ACTION_attack} losowego wroga, zadając 50% normalnych obrażeń.",Кожне з ваших істот {ACTION_attack} випадкового ворога з 50% звичайної шкоди.,Elk van je wezens {ACTION_attack} een willekeurige vijand voor 50% normale schade.,Her yaratığınız rastgele bir düşmana normal hasarın %50'si kadar {ACTION_attack} yapar.
L_SN_PARASITES,,Parasites,パラサイト,Parasiten,Parasites,Parásitos,Parasitas,Паразиты,Parassiti,寄生蟲,寄生,기생충,Pasożyty,Паразити,Parasieten,Parazitler
L_SD_PARASITES,,Enemies are afflicted with {CONDNAME_DEBUFF_BLIGHT} and {CONDNAME_BUFF_LEECH}.,敵は{CONDNAME_DEBUFF_BLIGHT}と{CONDNAME_BUFF_LEECH}の影響を受ける。,Feinde sind von {CONDNAME_DEBUFF_BLIGHT} und {CONDNAME_BUFF_LEECH} betroffen.,Les ennemis sont affligés de {CONDNAME_DEBUFF_BLIGHT} et {CONDNAME_BUFF_LEECH}.,Los enemigos son afligidos con {CONDNAME_DEBUFF_BLIGHT} y {CONDNAME_BUFF_LEECH}.,Inimigos são afligidos com {CONDNAME_DEBUFF_BLIGHT} e {CONDNAME_BUFF_LEECH}.,Враги поражены {CONDNAME_DEBUFF_BLIGHT} и {CONDNAME_BUFF_LEECH}.,I nemici sono afflitti da {CONDNAME_DEBUFF_BLIGHT} e {CONDNAME_BUFF_LEECH}.,敵人受到{CONDNAME_DEBUFF_BLIGHT}和{CONDNAME_BUFF_LEECH}的影響。,敌人被施加{CONDNAME_DEBUFF_BLIGHT}和{CONDNAME_BUFF_LEECH}。,적들은 {CONDNAME_DEBUFF_BLIGHT}와(과) {CONDNAME_BUFF_LEECH}에 시달립니다.,Wrogowie są dotknięci {CONDNAME_DEBUFF_BLIGHT} i {CONDNAME_BUFF_LEECH}.,Вороги вражені {CONDNAME_DEBUFF_BLIGHT} та {CONDNAME_BUFF_LEECH}.,Vijanden worden getroffen door {CONDNAME_DEBUFF_BLIGHT} en {CONDNAME_BUFF_LEECH}.,Düşmanlar {CONDNAME_DEBUFF_BLIGHT} ve {CONDNAME_BUFF_LEECH} etkisi altındadır.
L_SN_PESTILENCE,,Pestilence,疫病,Pestilenz,Pestilence,Pestilencia,Pestilência,Чума,Pestilenza,瘟疫,恶疫,역병,Zaraza,Чума,Pestilentie,Veba
L_SD_PESTILENCE,,Enemies spread 1 of their debuffs to all other enemies.,敵は自身のデバフのうち1つを他のすべての敵に拡散させる。,Feinde verbreiten 1 ihrer Debuffs auf alle anderen Feinde.,Les ennemis propagent 1 de leurs affaiblissements à tous les autres ennemis.,Los enemigos propagan 1 de sus debilitamientos a todos los demás enemigos.,Inimigos espalham 1 de suas penalidades para todos os outros inimigos.,Враги распространяют 1 из своих дебаффов на всех других врагов.,I nemici diffondono 1 dei loro debuff a tutti gli altri nemici.,敵人將其中一個減益效果擴散至所有其他敵人。,敌人将其1个减益扩散给所有其他敌人。,적들은 자신의 디버프 중 1개를 다른 모든 적에게 전파합니다.,Wrogowie rozprzestrzeniają 1 ze swoich osłabień na wszystkich innych wrogów.,Вороги поширюють 1 з їхніх дебафів на всіх інших ворогів.,Vijanden verspreiden 1 van hun verzwakkingen naar alle andere vijanden.,"Düşmanlar, sahip oldukları olumsuz etkilerden 1 tanesini diğer tüm düşmanlara yayar."
L_SN_PETRIFY,,Petrify,石化,Versteinern,Pétrification,Petrificar,Petrificar,Окаменение,Pietrificare,石化,石化,석화,Petryfikacja,Скам'яніння,Verstening,Taşlaştır
L_SD_PETRIFY,,Target is afflicted with {CONDNAME_DEBUFF_STONE}.,対象は{CONDNAME_DEBUFF_STONE}に罹患している。,Ziel ist von {CONDNAME_DEBUFF_STONE} betroffen.,La cible est affligée de {CONDNAME_DEBUFF_STONE}.,El objetivo es afligido con {CONDNAME_DEBUFF_STONE}.,Alvo é afligido com {CONDNAME_DEBUFF_STONE}.,Цель поражена {CONDNAME_DEBUFF_STONE}.,Il bersaglio è afflitto da {CONDNAME_DEBUFF_STONE}.,目標受到了{CONDNAME_DEBUFF_STONE}的影響。,目标被施加{CONDNAME_DEBUFF_STONE}。,대상이 {CONDNAME_DEBUFF_STONE}에 걸렸습니다.,Cel jest dotknięty {CONDNAME_DEBUFF_STONE}.,Ціль вражена {CONDNAME_DEBUFF_STONE}.,Doelwit is getroffen door {CONDNAME_DEBUFF_STONE}.,Hedef {CONDNAME_DEBUFF_STONE} ile etkilendi.
L_SN_PLANETS,,Planets,惑星,Planeten,Planètes,Planetas,Planetas,Планеты,Pianeti,行星,行星,행성,Planety,Планети,Planeten,Gezegenler
L_SD_PLANETS,,Enemies take a large amount of damage.,敵に大量のダメージを与える。,Feinde erleiden eine große Menge Schaden.,Les ennemis subissent une grande quantité de dégâts.,Los enemigos reciben una gran cantidad de daño.,Inimigos recebem uma grande quantidade de dano.,Враги получают большое количество урона.,I nemici subiscono una grande quantità di danno.,敵人受到大量傷害。,敌人受到大量伤害。,적들이 대량의 피해를 입습니다.,Wrogowie otrzymują dużą ilość obrażeń.,Вороги отримують велику кількість пошкоджень.,Vijanden nemen een grote hoeveelheid schade.,Düşmanlar büyük miktarda hasar alır.
L_SN_POISONGAS,,Poison Gas,毒ガス,Giftgas,Gaz empoisonné,Gas Venenoso,Gás Venenoso,Ядовитый Газ,Gas Velenoso,毒氣,毒气,독가스,Trujący Gaz,Отруйний газ,Gifgas,Zehirli Gaz
