Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_MASTER_DIALOG_GARGOYLE,,Gargoyles are great at casting spells - especially Chaos spells! Let me show you how they work!,ガーゴイルは呪文を唱えるのが得意です - 特にカオス呪文が！どのように機能するか見せてあげましょう！,"Gargoyles sind großartige Zauberer - besonders bei Chaos-Zaubern! Lass mich dir zeigen, wie sie funktionieren!",Les gargouilles sont douées pour lancer des sorts - particulièrement les sorts de Chaos ! Laisse-moi te montrer comment ils fonctionnent !,"Los gárgolas son excelentes lanzando hechizos, ¡especialmente hechizos de Caos! ¡Déjame mostrarte cómo funcionan!",Gárgulas são ótimas em lançar magias - especialmente magias do Caos! Deixe-me mostrar como elas funcionam!,"Горгульи отлично колдуют - особенно заклинания Хаоса! Позволь мне показать тебе, как это работает!",I gargoyle sono eccellenti nel lanciare incantesimi - specialmente incantesimi del Caos! Lascia che ti mostri come funzionano!,石像鬼在施放法術方面非常出色——尤其是混沌法術！讓我來向你展示它們是如何運作的！,滴水兽擅长施放法术——尤其是混沌法术！让我来给你演示一下它们是如何运作的！,가고일들은 주문 시전에 뛰어나요 - 특히 혼돈 주문에요! 어떻게 작동하는지 보여드릴게요!,"Gargulce świetnie rzucają zaklęcia - zwłaszcza zaklęcia Chaosu! Pozwól, że pokażę ci, jak to działa!","Горгульї чудово вміють творити закляття - особливо закляття Хаосу! Дозвольте показати вам, як вони працюють!",Gargouilles zijn geweldig in het werpen van spreuken - vooral Chaosspreuken! Laat me je laten zien hoe ze werken!,Gargoyleler büyü yapmakta harikadır - özellikle de Kaos büyülerinde! Nasıl çalıştıklarını sana göstereyim!
L_MASTER_DIALOG_GEMLING,,Gemlings are as strong as they are gorgeous. They can power up your other creatures' Spell Gems to make them a force to be reckoned with. Let me show you in a duel!,ジェムリングは美しさと同じくらい強力です。他の生物のスペルジェムを強化して、恐るべき存在にすることができます。デュエルでお見せしましょう！,"Gemlings sind so stark wie sie schön sind. Sie können die Zaubersteine deiner anderen Kreaturen verstärken und sie zu einer Macht machen, mit der man rechnen muss. Lass mich dir das in einem Duell zeigen!",Les Gemlings sont aussi puissants qu'ils sont magnifiques. Ils peuvent renforcer les Gemmes de Sort de vos autres créatures pour en faire une force redoutable. Laissez-moi vous montrer dans un duel !,Las Gemas Vivientes son tan fuertes como hermosas. Pueden potenciar las Gemas de Hechizo de tus otras criaturas para convertirlas en una fuerza a tener en cuenta. ¡Déjame mostrártelo en un duelo!,Geminhas são tão fortes quanto são lindas. Elas podem potencializar as Gemas de Feitiço de suas outras criaturas para torná-las uma força a ser respeitada. Deixe-me mostrar a você em um duelo!,"Гемлинги столь же сильны, сколь и прекрасны. Они могут усиливать Самоцветы Заклинаний других существ, делая их грозной силой. Позволь мне показать тебе это в поединке!","I Gemling sono tanto forti quanto splendidi. Possono potenziare le Gemme Incantate delle tue altre creature, rendendole una forza con cui fare i conti. Lascia che te lo dimostri in un duello!",寶石靈族既強大又華麗。牠們能夠強化你其他生物的法術寶石，使牠們成為不可小覷的力量。讓我在決鬥中向你展示！,宝石灵族既强大又华丽。它们能够强化你其他生物的法术宝石，使它们成为不可小觑的力量。让我在决斗中向你展示！,젬링은 아름다운 만큼 강력합니다. 다른 생물들의 주문 보석을 강화하여 무시할 수 없는 존재로 만들 수 있죠. 결투에서 보여드리겠습니다!,"Gemlątka są tak silne, jak piękne. Mogą wzmocnić Klejnoty Zaklęć twoich innych stworzeń, czyniąc je siłą, z którą trzeba się liczyć. Pozwól, że pokażę ci to w pojedynku!","Гемлінги такі ж сильні, як і прекрасні. Вони можуть посилювати Магічні Самоцвіти інших істот, роблячи їх силою, з якою доведеться рахуватися. Дозвольте показати вам це в дуелі!",Gemlings zijn even sterk als dat ze prachtig zijn. Ze kunnen de Spreukedelstenen van je andere wezens versterken om ze tot een geduchte tegenstander te maken. Laat me het je tonen in een duel!,Gemling'ler hem güçlü hem de göz kamaştırıcı yaratıklar. Diğer yaratıklarının Büyü Taşlarını güçlendirerek onları göz ardı edilemeyecek bir güce dönüştürebilirler. Sana bir düelloda göstereyim!
L_MASTER_DIALOG_GHOUL,,"Ghouls love to chew on feet. It's certainly a strange fetish, but it does have its uses in battle, believe it or not. Take off your shoes and let's fight!",グールは足を噛むのが大好きだ。確かに奇妙な性癖だが、信じられないかもしれないが戦闘では役立つこともある。靴を脱いで戦おう！,"Ghule kauen gerne an Füßen. Es ist sicherlich ein seltsamer Fetisch, aber er hat tatsächlich seinen Nutzen im Kampf, ob du es glaubst oder nicht. Zieh deine Schuhe aus und lass uns kämpfen!","Les goules adorent mâchouiller les pieds. C'est certainement un fétichisme étrange, mais croyez-le ou non, cela a son utilité au combat. Enlevez vos chaussures et battons-nous !","A los necrófagos les encanta masticar pies. Es sin duda un fetiche extraño, pero tiene sus usos en batalla, lo creas o no. ¡Quítate los zapatos y luchemos!","Os carniçais adoram mastigar pés. É certamente um fetiche estranho, mas acredite ou não, tem suas utilidades em batalha. Tire seus sapatos e vamos lutar!","Гули обожают грызть ноги. Это, конечно, странный фетиш, но, хотите верьте, хотите нет, в бою это может пригодиться. Снимайте обувь и давайте сражаться!","I ghoul adorano masticare i piedi. È sicuramente una strana fissazione, ma ha i suoi usi in battaglia, che ci crediate o no. Toglietevi le scarpe e combattiamo!",食屍鬼喜歡啃咬腳丫子。這確實是個奇怪的癖好，但信不信由你，在戰鬥中還真有些用處。脫掉你的鞋子，讓我們開戰吧！,食尸鬼喜欢啃咬脚丫子。这确实是个奇怪的癖好，但信不信由你，在战斗中还真有些用处。脱掉你的鞋子，让我们开战吧！,"구울들은 발을 씹는 것을 좋아합니다. 확실히 이상한 취향이지만, 믿거나 말거나 전투에서는 나름 쓸모가 있습니다. 신발을 벗고 싸워봅시다!","Ghule uwielbiają żuć stopy. To z pewnością dziwny fetysz, ale wierz lub nie, ma to swoje zastosowanie w walce. Zdejmij buty i walczmy!","Гулі обожнюють жувати ноги. Це, безумовно, дивний фетиш, але, вірте чи ні, він має свої переваги в бою. Зніміть взуття і давайте битися!","Ghoelen kauwen graag op voeten. Het is zeker een vreemde fetisj, maar het heeft geloof het of niet zijn nut in de strijd. Doe je schoenen uit en laten we vechten!","Gulyabaniler ayakları çiğnemeyi çok sever. Kesinlikle tuhaf bir fetiş, ama inanın ya da inanmayın, savaşta işe yaradığı durumlar var. Ayakkabılarınızı çıkarın ve savaşalım!"
L_MASTER_DIALOG_GIANT,,Giants are hearty creatures that can take a serious beating without even batting an eye. Your creatures will probably exhaust themselves long before they can so much as scratch my Giants! Let's do this!,巨人は目をまばたきひとつせずに深刻な打撃を受けても耐えられる頑丈な生き物だ。お前の生き物たちは、私の巨人に傷一つつけることもできずに疲れ果ててしまうだろう！さあ、やろうじゃないか！,"Riesen sind robuste Kreaturen, die ordentlich einstecken können, ohne mit der Wimper zu zucken. Deine Kreaturen werden sich wahrscheinlich erschöpfen, lange bevor sie meinen Riesen auch nur einen Kratzer zufügen können! Lass es uns tun!",Les Géants sont des créatures robustes qui peuvent encaisser une raclée sérieuse sans même sourciller. Vos créatures s'épuiseront probablement bien avant de pouvoir ne serait-ce qu'égratigner mes Géants ! Allons-y !,Los gigantes son criaturas robustas que pueden recibir una paliza seria sin siquiera inmutarse. ¡Tus criaturas probablemente se agotarán mucho antes de que puedan hacerle el más mínimo rasguño a mis Gigantes! ¡Vamos a ello!,Os Gigantes são criaturas robustas que podem levar uma surra séria sem nem piscar. Suas criaturas provavelmente se esgotarão muito antes de conseguirem ao menos arranhar meus Gigantes! Vamos lá!,"Гиганты — выносливые существа, которые могут выдержать серьезные побои, даже не моргнув глазом. Ваши существа, вероятно, истощат себя задолго до того, как смогут хотя бы поцарапать моих Гигантов! Давайте начнем!",I giganti sono creature robuste che possono subire colpi devastanti senza battere ciglio. Le tue creature probabilmente si esauriranno molto prima di riuscire anche solo a graffiare i miei Giganti! Facciamolo!,巨人是強壯的生物，即使遭受重創也不會眨眼。你的生物可能早在對我的巨人造成一點傷害之前就已經精疲力竭了！來吧，開始吧！,巨人是强壮的生物，即使遭受重创也不会眨一下眼睛。你的生物可能早在对我的巨人造成一丝划痕之前就已经精疲力竭了！来吧，开始吧！,거인들은 눈 하나 깜짝하지 않고 심각한 타격을 견뎌낼 수 있는 강인한 생물입니다. 당신의 생물들은 내 거인들에게 상처 하나 내기도 전에 지쳐버릴 겁니다! 시작해 봅시다!,"Olbrzymy to wytrzymałe stworzenia, które mogą przyjąć solidne lanie nawet nie mrugnąwszy okiem. Twoje stwory prawdopodobnie wyczerpią się na długo zanim zdołają choćby zadrasnąć moje Olbrzymy! Zaczynajmy!","Велетні - це витривалі істоти, які можуть витримати серйозні побої навіть не моргнувши оком. Ваші істоти, ймовірно, виснажаться задовго до того, як зможуть хоча б подряпати моїх Велетнів! Давайте почнемо!",Reuzen zijn robuuste wezens die een flinke aframmeling kunnen verdragen zonder met hun ogen te knipperen. Je wezens zullen waarschijnlijk uitgeput raken lang voordat ze ook maar een krasje op mijn Reuzen kunnen maken! Laten we beginnen!,"Devler, göz kırpmadan ciddi bir dayak yiyebilen dayanıklı yaratıklardır. Yaratıkların muhtemelen benim Devlerime en ufak bir çizik bile atamadan çok önce kendilerini tüketecekler! Hadi başlayalım!"
L_MASTER_DIALOG_GOLEM,,"Golems have a variety of different uses. Every strong team should include at least one Golem, I say. Allow me to demonstrate their power!",ゴーレムには様々な用途があります。強力なチームには少なくとも1体のゴーレムを含めるべきだと私は言います。その力をお見せしましょう！,"Golems haben eine Vielzahl verschiedener Verwendungsmöglichkeiten. Jedes starke Team sollte mindestens einen Golem enthalten, sage ich. Lass mich ihre Macht demonstrieren!","Les Golems ont une variété d'utilisations différentes. Toute équipe solide devrait inclure au moins un Golem, à mon avis. Permettez-moi de vous démontrer leur puissance !","Los Golems tienen una variedad de usos diferentes. Todo equipo fuerte debería incluir al menos un Golem, digo yo. ¡Permíteme demostrarte su poder!","Os Golens têm uma variedade de usos diferentes. Todo time forte deve incluir pelo menos um Golem, eu digo. Permita-me demonstrar o poder deles!","Големы имеют множество различных применений. Я считаю, что в каждой сильной команде должен быть хотя бы один Голем. Позвольте мне продемонстрировать их силу!","I golem hanno una varietà di usi diversi. Ogni squadra forte dovrebbe includere almeno un Golem, dico io. Permettimi di dimostrare il loro potere!",魔像有各種不同的用途。我認為每個強大的隊伍都應該至少包含一個魔像。讓我來展示它們的力量吧！,魔像有各种不同的用途。我认为每个强大的队伍都应该至少包含一个魔像。让我来展示它们的力量吧！,골렘은 다양한 용도로 활용됩니다. 강력한 팀이라면 최소한 한 명의 골렘을 포함해야 한다고 생각합니다. 제가 그들의 힘을 보여드리겠습니다!,"Golemy mają wiele różnych zastosowań. Każda silna drużyna powinna mieć przynajmniej jednego Golema, tak twierdzę. Pozwól, że zademonstruję ich moc!","Големи мають різноманітне застосування. Кожна сильна команда повинна включати хоча б одного Голема, я кажу. Дозвольте мені продемонструвати їхню силу!","Golems hebben een verscheidenheid aan verschillende toepassingen. Elk sterk team zou minstens één Golem moeten bevatten, zeg ik. Laat me hun kracht demonstreren!","Golemlerin çeşitli farklı kullanımları vardır. Güçlü her takımda en az bir Golem olmalı, bence. İzin verin size güçlerini göstereyim!"
L_MASTER_DIALOG_GORGON,,"Gorgons turn their enemies to stone. Yep, it's that simple. Good luck beating that!\n\nLet's fight!",ゴルゴンは敵を石に変えてしまう。そう、それだけさ。それに勝てるといいね！\n\n戦おう！,"Gorgonen versteinern ihre Feinde. Ja, so einfach ist das. Viel Glück, das zu besiegen!\n\nLass uns kämpfen!","Les Gorgones transforment leurs ennemis en pierre. Ouais, c'est aussi simple que ça. Bonne chance pour vaincre ça !\n\nAllons-y !","Los gorgones convierten a sus enemigos en piedra. Sí, así de simple. ¡Buena suerte venciendo eso!\n\n¡Vamos a luchar!","Górgonas transformam seus inimigos em pedra. Sim, é simples assim. Boa sorte tentando vencer isso!\n\nVamos lutar!","Горгоны превращают своих врагов в камень. Да, всё так просто. Удачи в борьбе с этим!\n\nДавай сразимся!","I Gorgoni trasformano i loro nemici in pietra. Sì, è così semplice. Buona fortuna a batterli!\n\nCombattiamo!",蛇髮女妖能將敵人石化。沒錯，就是這麼簡單。祝你好運打敗它們！\n\n來戰鬥吧！,蛇发女妖能将敌人变成石头。没错，就是这么简单。祝你好运打败它们！\n\n开始战斗吧！,"고르곤은 적을 돌로 변화시킵니다. 네, 그게 다예요. 그걸 이길 수 있을지 행운을 빕니다!\n\n싸우자!","Gorgony zamieniają swoich wrogów w kamień. Tak, to takie proste. Powodzenia w pokonaniu tego!\n\nWalczmy!","Горгони перетворюють своїх ворогів на камінь. Так, це настільки просто. Успіхів у боротьбі з цим!\n\nДавай битися!","Gorgons veranderen hun vijanden in steen. Ja, zo simpel is het. Veel succes om dat te verslaan!\n\nLaten we vechten!","Gorgonlar düşmanlarını taşa çevirir. Evet, bu kadar basit. Bunu yenmeye çalış bakalım!\n\nHadi savaşalım!"
L_MASTER_DIALOG_GRIFFON,,Griffons are fast-moving creatures that work together to bombard their foes from the skies. Do you really think your creatures stand a chance against my team of Griffons? We'll soon find out!,グリフォンは素早く動き、空から敵を一斉攻撃するために連携して行動する生物だ。お前の生物たちが私のグリフォンチームに勝てると本当に思っているのか？すぐにわかるだろう！,"Greifen sind schnelle Kreaturen, die zusammenarbeiten, um ihre Feinde aus der Luft zu bombardieren. Glaubst du wirklich, dass deine Kreaturen eine Chance gegen mein Team aus Greifen haben? Das werden wir bald herausfinden!",Les griffons sont des créatures rapides qui travaillent ensemble pour bombarder leurs ennemis depuis les cieux. Penses-tu vraiment que tes créatures ont une chance contre mon équipe de griffons ? Nous le saurons bientôt !,Los grifos son criaturas veloces que trabajan juntos para bombardear a sus enemigos desde los cielos. ¿De verdad crees que tus criaturas tienen alguna posibilidad contra mi equipo de grifos? ¡Pronto lo descubriremos!,Os Grifos são criaturas velozes que trabalham juntas para bombardear seus inimigos dos céus. Você realmente acha que suas criaturas têm chance contra meu time de Grifos? Logo descobriremos!,"Грифоны — быстрые существа, которые действуют сообща, чтобы атаковать своих врагов с небес. Ты правда думаешь, что твои существа смогут противостоять моей команде Грифонов? Скоро узнаем!",I grifoni sono creature veloci che lavorano insieme per bombardare i loro nemici dai cieli. Pensi davvero che le tue creature abbiano una possibilità contro la mia squadra di Grifoni? Lo scopriremo presto!,獅鷲是快速移動的生物，牠們會一起從天空轟炸敵人。你真的認為你的生物有機會對抗我的獅鷲團隊嗎？我們很快就會知道了！,狮鹫是快速移动的生物，它们协同作战，从天空轰炸敌人。你真的认为你的生物能对抗我的狮鹫小队吗？我们很快就会知道了！,그리폰은 하늘에서 적을 폭격하기 위해 함께 움직이는 빠른 생물입니다. 당신의 생물들이 내 그리폰 팀에 맞설 기회가 있다고 정말 생각하시나요? 곧 알게 될 거예요!,"Gryfy to szybko poruszające się stworzenia, które współpracują, aby bombardować swoich wrogów z nieba. Czy naprawdę myślisz, że twoje stworzenia mają szansę przeciwko mojej drużynie Gryfów? Zaraz się przekonamy!","Грифони - це швидкі істоти, які працюють разом, щоб бомбардувати своїх ворогів з небес. Ти справді вважаєш, що твої істоти мають шанс проти моєї команди Грифонів? Скоро дізнаємось!",Griffioenen zijn snelbewegende wezens die samenwerken om hun vijanden vanuit de lucht te bombarderen. Denk je echt dat jouw wezens een kans maken tegen mijn team van Griffioenen? Dat zullen we snel ontdekken!,"Griffonlar, düşmanlarını gökyüzünden bombalamak için birlikte çalışan hızlı hareket eden yaratıklardır. Yaratıklarının benim Griffon takımıma karşı gerçekten bir şansı olduğunu mu düşünüyorsun? Yakında öğreneceğiz!"
L_MASTER_DIALOG_GRIMOIRE,,Grimoires are great for powering up certain Spell Gems to make them even stronger yet. Care to see what I mean? Let's duel!,魔導書は特定の魔石をさらに強化するのに最適です。どういう意味か見てみますか？勝負だ！,"Grimoires sind hervorragend, um bestimmte Zaubersteine noch stärker zu machen. Willst du sehen, was ich meine? Lass uns duellieren!",Les grimoires sont parfaits pour renforcer certaines Gemmes de Sort et les rendre encore plus puissantes. Envie de voir ce que je veux dire ? Battons-nous !,Los grimorios son excelentes para potenciar ciertas Gemas de Hechizo y hacerlas aún más fuertes. ¿Quieres ver a qué me refiero? ¡Vamos a batirnos en duelo!,"Grimórios são ótimos para potencializar certas Gemas de Feitiço, tornando-as ainda mais fortes. Quer ver o que quero dizer? Vamos duelar!","Гримуары отлично подходят для усиления определённых Самоцветов Заклинаний, делая их ещё мощнее. Хочешь увидеть, что я имею в виду? Давай сразимся!",I grimori sono ottimi per potenziare alcune Gemme Incantesimo e renderle ancora più forti. Vuoi vedere cosa intendo? Duellante!,魔法書非常適合強化特定的法術寶石，使它們變得更加強大。想看看我的意思嗎？來決鬥吧！,魔法书非常适合强化某些法术宝石，使它们变得更加强大。想看看我是什么意思吗？来决斗吧！,마법서는 특정 주문 보석을 더욱 강화하는 데 아주 좋습니다. 제 말이 무슨 뜻인지 보고 싶으신가요? 결투합시다!,"Grimuary są świetne do wzmacniania niektórych Klejnotów Zaklęć, aby uczynić je jeszcze potężniejszymi. Chcesz zobaczyć, co mam na myśli? Walczmy!","Грімуари чудово підходять для посилення певних Магічних Самоцвітів, щоб зробити їх ще могутнішими. Хочеш побачити, що я маю на увазі? Давай битися!",Grimoires zijn geweldig om bepaalde Spreukstenen nog krachtiger te maken. Wil je zien wat ik bedoel? Laten we duelleren!,"Grimoire'lar, belirli Büyü Taşlarını güçlendirerek onları daha da etkili hale getirmek için harikadır. Ne demek istediğimi görmek ister misin? Hadi düello yapalım!"
L_MASTER_DIALOG_HARPY,,"Harpies are nasty little creatures that take great satisfaction in plucking the eyes out of their enemies' skulls... usually, while their foes are still alive. Got time for a quick duel?",ハーピーは嫌らしい小さな生き物で、敵の頭蓋骨から目玉をえぐり取ることに大きな満足を覚える...たいていの場合、相手がまだ生きているうちにね。手短な決闘の時間はある？,"Harpyien sind widerliche kleine Kreaturen, die große Befriedigung darin finden, ihren Feinden die Augen aus den Schädeln zu picken... normalerweise, während ihre Gegner noch am Leben sind. Hast du Zeit für ein schnelles Duell?","Les harpies sont de vilaines petites créatures qui prennent un grand plaisir à arracher les yeux des crânes de leurs ennemis... généralement, pendant que leurs adversaires sont encore en vie. Tu as le temps pour un petit duel ?","Las arpías son pequeñas criaturas desagradables que obtienen gran satisfacción al arrancar los ojos de los cráneos de sus enemigos... generalmente, mientras sus adversarios aún están vivos. ¿Tienes tiempo para un duelo rápido?","Harpias são criaturinhas desagradáveis que sentem grande satisfação em arrancar os olhos dos crânios de seus inimigos... geralmente, enquanto suas vítimas ainda estão vivas. Tem tempo para um duelo rápido?","Гарпии — мерзкие маленькие создания, которые получают огромное удовольствие, выклёвывая глаза из черепов своих врагов... обычно, пока их противники ещё живы. Есть время для быстрой дуэли?","Le Arpie sono piccole creature malvagie che provano grande soddisfazione nello strappare gli occhi dai crani dei loro nemici... di solito, mentre le loro vittime sono ancora vive. Hai tempo per un duello veloce?",鷹身女妖是些令人討厭的小生物，牠們從敵人頭顱中挖出眼睛時會感到極大的滿足感...通常，是在敵人還活著的時候。有時間來場快速決鬥嗎？,鹰身女妖是些讨厌的小生物，它们从敌人头骨中挖出眼睛时会感到极大的满足感……通常，是在敌人还活着的时候。有时间来一场快速决斗吗？,하피는 적의 두개골에서 눈알을 뽑아내는 데 큰 만족감을 느끼는 불쾌한 작은 생물들이야... 보통은 적이 아직 살아있을 때 그렇게 하지. 빠른 결투 한 판 할 시간 있어?,"Harpie to paskudne małe stworzenia, które czerpią ogromną satysfakcję z wydłubywania oczu z czaszek swoich wrogów... zazwyczaj, gdy ich przeciwnicy wciąż żyją. Masz czas na szybki pojedynek?","Гарпії — це мерзенні маленькі створіння, які отримують величезне задоволення від виколупування очей із черепів своїх ворогів... зазвичай, коли їхні супротивники ще живі. Маєш час на швидку дуель?",Harpijen zijn nare kleine wezens die er veel voldoening uit halen om de ogen uit de schedels van hun vijanden te plukken... meestal terwijl hun tegenstanders nog in leven zijn. Heb je tijd voor een snel duel?,"Harpiler, düşmanlarının kafataslarından gözlerini çıkarmaktan büyük zevk alan iğrenç küçük yaratıklardır... genellikle, düşmanları hala hayattayken. Hızlı bir düello için vaktin var mı?"
L_MASTER_DIALOG_HEMOMANCER,,Hemomancers are great for stealing their enemies' stats and distributing them to your other creatures. Your creatures won't stand a chance after my Hemomancers have leached all their strength away!,ヘモマンサーは敵のステータスを奪い、他の生物に分配するのに最適です。私のヘモマンサーが彼らの力を全て吸い取った後では、あなたの生物たちに勝ち目はないでしょう！,"Hämomanten sind hervorragend darin, die Werte ihrer Feinde zu stehlen und sie auf deine anderen Kreaturen zu verteilen. Deine Kreaturen werden keine Chance haben, nachdem meine Hämomanten all ihre Stärke abgesaugt haben!",Les Hémomanciens sont parfaits pour voler les statistiques de leurs ennemis et les distribuer à vos autres créatures. Vos créatures n'auront aucune chance une fois que mes Hémomanciens auront aspiré toute leur force !,Los Hemomantes son excelentes para robar las estadísticas de sus enemigos y distribuirlas a tus otras criaturas. ¡Tus criaturas no tendrán ninguna oportunidad después de que mis Hemomantes hayan drenado toda su fuerza!,Os Hemomantes são ótimos para roubar os atributos de seus inimigos e distribuí-los para suas outras criaturas. Suas criaturas não terão chance depois que meus Hemomantes tiverem sugado toda a força delas!,"Гемоманты отлично подходят для кражи характеристик врагов и распределения их между вашими существами. Ваши существа не будут иметь ни единого шанса после того, как мои Гемоманты высосут из них всю силу!",I Emomanti sono perfetti per rubare le statistiche dei nemici e distribuirle alle tue altre creature. Le tue creature non avranno alcuna possibilità dopo che i miei Emomanti avranno prosciugato tutta la loro forza!,血巫師擅長竊取敵人的屬性並將其分配給你的其他生物。在我的血巫師吸走了所有力量之後，你的生物將毫無勝算！,血魔法师擅长窃取敌人的属性值并将其分配给你的其他生物。在我的血魔法师吸走它们所有力量后，你的生物将毫无胜算！,혈마법사들은 적의 능력치를 훔쳐 다른 생물들에게 분배하는 데 탁월합니다. 내 혈마법사들이 모든 힘을 빼앗아 간 후에는 당신의 생물들이 승산이 없을 거예요!,"Hemomancerzy doskonale kradną statystyki przeciwników i rozdzielają je między twoje inne stworzenia. Twoje stworzenia nie będą miały szans, gdy moi Hemomancerzy wyssą z nich całą siłę!","Гемоманти чудово підходять для викрадення характеристик своїх ворогів і розподілу їх між іншими істотами. Ваші істоти не матимуть жодних шансів після того, як мої Гемоманти висмокчуть усю їхню силу!",Hemomancers zijn uitstekend in het stelen van de statistieken van hun vijanden en deze verdelen onder je andere wezens. Je wezens maken geen schijn van kans nadat mijn Hemomancers al hun kracht hebben weggezogen!,Hemomancerlar düşmanlarının özelliklerini çalıp diğer yaratıklarına dağıtmakta harikadırlar. Hemomancerlarım tüm güçlerini emip aldıktan sonra yaratıkların hiç şansı kalmayacak!
L_MASTER_DIALOG_HOUND,,"Hounds prefer to travel in packs, and call upon their direwolf allies to aid them in battle. You'd be amazed at how quickly a few Hounds can amass an entire army of wolves to tear their foes apart. Care to see my Hounds in action?",ハウンドは群れで行動することを好み、戦いの際には恐狼の仲間を呼び寄せる。数匹のハウンドがあっという間に狼の軍団を集め、敵を引き裂くさまには驚くことだろう。私のハウンドの実力を見てみたいかい？,"Hunde reisen bevorzugt in Rudeln und rufen ihre Schreckenswolf-Verbündeten zu Hilfe im Kampf. Du wärst erstaunt, wie schnell ein paar Hunde eine ganze Armee von Wölfen versammeln können, um ihre Feinde in Stücke zu reißen. Möchtest du meine Hunde in Aktion sehen?",Les Molosses préfèrent voyager en meutes et font appel à leurs alliés loups sinistres pour les aider au combat. Vous seriez stupéfait de voir à quelle vitesse quelques Molosses peuvent rassembler une armée entière de loups pour déchiqueter leurs ennemis. Envie de voir mes Molosses en action ?,Los Sabuesos prefieren viajar en manadas y convocan a sus aliados huargos para que les ayuden en la batalla. Te sorprendería lo rápido que unos pocos Sabuesos pueden reunir todo un ejército de lobos para despedazar a sus enemigos. ¿Quieres ver a mis Sabuesos en acción?,Os Cães preferem viajar em matilhas e convocam seus aliados lobos-terríveis para ajudá-los em batalha. Você ficaria surpreso com a rapidez com que alguns Cães podem reunir um exército inteiro de lobos para despedaçar seus inimigos. Gostaria de ver meus Cães em ação?,"Гончие предпочитают передвигаться стаями и призывают на помощь своих союзников-лютоволков в бою. Вы бы удивились, как быстро несколько Гончих могут собрать целую армию волков, чтобы разорвать своих врагов на части. Хотите увидеть моих Гончих в действии?",I segugi preferiscono viaggiare in branchi e chiamano i loro alleati metalupi per aiutarli in battaglia. Resteresti stupito da quanto velocemente alcuni Segugi possano radunare un intero esercito di lupi per fare a pezzi i loro nemici. Vuoi vedere i miei Segugi in azione?,獵犬喜歡成群結隊地行動，並召喚他們的冰原狼盟友協助作戰。你會驚訝於幾隻獵犬能多快地聚集起一整支狼群軍隊來撕裂敵人。想看看我的獵犬如何行動嗎？,猎犬喜欢成群结队地行动，并召唤它们的恐狼盟友来协助战斗。你会惊讶于几只猎犬能多快地聚集起一整支狼群来撕碎敌人。想看看我的猎犬们如何行动吗？,"하운드는 무리를 지어 다니는 것을 선호하며, 전투에서 도움을 받기 위해 다이어울프 동료들을 부릅니다. 몇 마리의 하운드가 적들을 갈기갈기 찢어버릴 늑대 군단을 얼마나 빨리 모을 수 있는지 보면 놀랄 것입니다. 제 하운드들이 행동하는 모습을 보고 싶으신가요?","Ogary wolą podróżować w stadach i wzywają swoich sojuszników, wilkory, by pomagali im w walce. Zdziwiłbyś się, jak szybko kilka Ogarów może zgromadzić całą armię wilków, by rozszarpać swoich wrogów. Chcesz zobaczyć moje Ogary w akcji?","Гончаки віддають перевагу пересуванню зграями і кличуть на допомогу своїх союзників лютововків для битви. Ви будете вражені, як швидко кілька Гончаків можуть зібрати цілу армію вовків, щоб розірвати своїх ворогів на шматки. Хочете побачити моїх Гончаків у дії?",Honden reizen bij voorkeur in roedels en roepen hun schrikwolfbondgenoten op om hen bij te staan in de strijd. Je zou versteld staan hoe snel een paar Honden een heel leger wolven kunnen verzamelen om hun vijanden aan stukken te scheuren. Wil je mijn Honden in actie zien?,Tazılar sürüler halinde seyahat etmeyi tercih eder ve savaşta kendilerine yardım etmeleri için korkunç kurt müttefiklerini çağırırlar. Birkaç Tazının düşmanlarını parçalamak için nasıl hızla koca bir kurt ordusu topladığına şaşırırsın. Tazılarımı iş başında görmek ister misin?
