Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_SKIN_HI-TECH,,Hi-Tech,ハイテク,Hi-Tech,Hi-Tech,Alta Tecnología,Hi-Tech,Хай-тек,Hi-Tech,高科技,高科技,하이테크,Hi-Tech,Хай-тек,Hi-Tech,Yüksek Teknoloji
L_SKIN_DECADENCE,,Decadence,退廃,Dekadenz,Décadence,Decadencia,Decadência,Декаданс,Decadenza,頹廢,堕落,타락,Dekadencja,Декаданс,Decadentie,Sefahat
L_SKIN_GLITTER,,Glitter,キラキラ,Glitzer,Éclat,Brillo,Brilho,Блеск,Scintillio,閃粉,闪光,반짝임,Błysk,Блиск,Glitter,Parıltı
L_SKIN_ISLANDTURTLE,,Island Turtle,アイランド・タートル,Inselkröte,Tortue Insulaire,Tortuga Isla,Tartaruga Insular,Островная Черепаха,Tartaruga dell'Isola,島嶼龜,岛龟,섬 거북,Wyspiarski Żółw,Острівна Черепаха,Eilandschildpad,Ada Kaplumbağası
L_SKIN_CULTIST,,Cultist,カルト教団員,Kultist,Cultiste,Cultista,Cultista,Культист,Cultista,邪教徒,邪教徒,광신도,Kultysta,Культист,Cultist,Tarikatçı
L_SKIN_HEART,,Heart,ハート,Herz,Cœur,Corazón,Coração,Сердце,Cuore,心,心,심장,Serce,Серце,Hart,Kalp
L_SKIN_BLACKANDWHITE,,Black and White,白黒,Schwarz und Weiß,Noir et Blanc,Blanco y Negro,Preto e Branco,Чёрное и Белое,Bianco e Nero,黑與白,黑白,흑백,Czerń i Biel,Чорне та Біле,Zwart en Wit,Siyah ve Beyaz
L_SKIN_ELDER,,Elder,エルダー,Ältester,Ancien,Anciano,Ancião,Старейшина,Anziano,長老,长老,장로,Starszy,Старійшина,Oudste,Yaşlı
L_SKIN_MAJESTY,,Majesty,威厳,Majestät,Majesté,Majestad,Majestade,Величество,Maestà,威嚴,君王,위엄,Majestat,Велич,Majesteit,Majeste
L_SKIN_ROBOTIC,,Robotic,ロボット的,Robotisch,Robotique,Robótico,Robótico,Роботизированный,Robotico,機械人,机械,로봇형,Robotyczny,Роботичний,Robotisch,Robotik
L_SKIN_RENEGADE,,Renegade,レネゲード,Abtrünniger,Renégat,Renegado,Renegado,Отступник,Rinnegato,叛逆者,叛逆者,배신자,Renegat,Ренегат,Afvallige,Dönek
L_SKIN_REDKNEE,,Redknee,レッドニー,Rotknie,Genouil Rouge,Rodillaroja,Joelho Vermelho,Красноколен,Ginocchio Rosso,紅膝,红膝,레드니,Czerwonokolan,Червоноколін,Roodknie,Kızıldiz
L_SKIN_YOUNGLING,,Youngling,若者,Jüngling,Novice,Novato,Filhote,Юнлинг,Novizio,幼體,幼崽,어린것,Młodzik,Молодик,Jongeling,Yavru
L_SKIN_MANTIS,,Mantis,マンティス,Mantis,Mante,Mantis,Louva-a-deus,Богомол,Mantide,螳螂,螳螂,사마귀,Modliszka,Богомол,Bidsprinkhaan,Mantis
L_SKIN_HELPERBOT,,Helper Bot,ヘルパーボット,Helfer-Bot,Robot Assistant,Bot Ayudante,Robô Ajudante,Бот-помощник,Helper Bot,助手機器人,助手机器人,도우미 봇,Pomocny Bot,Бот-помічник,Hulpbot,Yardımcı Bot
L_SKIN_WOODLAND,,Woodland,森林地帯,Waldgebiet,Forêt,Bosque,Floresta,Лесистая местность,Bosco,林地,林地,숲지대,Las,Ліс,Bosland,Orman
L_SKIN_DOPPELGANGER,,Doppelganger,ドッペルゲンガー,Doppelgänger,Doppelgänger,Doppelgänger,Doppelgänger,Двойник,Doppelganger,分身,替身,도플갱어,Sobowtór,Доппельгангер,Dubbelganger,Doppelganger
L_SKIN_GEMLER,,Gemler,ゲムラー,Gemler,Gemler,Gemler,Gemler,Гемлер,Gemler,傑姆勒,宝石魔像,젬러,Gemler,Гемлер,Gemler,Mücevherler
L_SKIN_PILWIZARD,,Pilwizard,ピルウィザード,Zauberpilz,Magimage,Pilwizard,Mago Píleo,Пилволшебник,Pilmago,藥劑法師,皮维兹巫师,필위저드,Magiczarodziej,Чарівник пілюль,Piltovenaar,Büyücü
L_SKIN_TEMPLEOFLIES,,Temple of Lies,嘘の神殿,Tempel der Lügen,Temple des Mensonges,Templo de las Mentiras,Templo das Mentiras,Храм Лжи,Tempio delle Menzogne,謊言神殿,谎言神庙,거짓의 신전,Świątynia Kłamstw,Храм Брехні,Tempel van Leugens,Yalanlar Tapınağı
L_SKIN_BASTIONOFTHEVOID,,Bastion of the Void,虚無の砦,Bastion der Leere,Bastion du Néant,Bastión del Vacío,Bastião do Vazio,Бастион Пустоты,Bastione del Vuoto,虛空堡壘,虚空堡垒,공허의 요새,Bastion Pustki,Бастіон Порожнечі,Bastion van de Leegte,Boşluğun Kalesi
L_SKIN_FROSTBITECAVERNS,,Frostbite Caverns,フロストバイト洞窟,Frosthöhlen,Cavernes du Gel Mordant,Cavernas Heladas,Cavernas da Mordida Gélida,Морозные Пещеры,Caverne del Gelo Mordente,霜咬洞窟,寒霜洞穴,서리물림 동굴,Lodowe Jaskinie,Крижані Печери,Ijsbijtgrotten,Ayaz Mağaraları
L_SKIN_REFUGEOFTHEMAGI,,Refuge of the Magi,魔術師の避難所,Zuflucht der Magier,Refuge des Mages,Refugio de los Magos,Refúgio dos Magos,Убежище Магов,Rifugio dei Maghi,魔法師的庇護所,贤者避难所,마법사들의 피난처,Schronienie Magów,Притулок Магів,Toevluchtsoord van de Magiërs,Büyücülerin Sığınağı
L_SKIN_UNSULLIEDMEADOWS,,Unsullied Meadows,穢れなき草原,Unbefleckte Auen,Prairies Immaculées,Prados Inmaculados,Campinas Imaculadas,Незапятнанные Луга,Prati Incontaminati,純淨草原,纯净草原,오염되지 않은 초원,Nieskalane Łąki,Незаплямовані Луки,Onbevlekte Weiden,Lekesiz Çayırlar
L_SKIN_TORTURECHAMBER,,Torture Chamber,拷問室,Folterkammer,Chambre de torture,Cámara de Tortura,Câmara de Tortura,Камера пыток,Camera di Tortura,刑求室,酷刑密室,고문실,Sala Tortur,Катівня,Martelkamer,İşkence Odası
L_SKIN_KINGDOMOFHERETICS,,Kingdom of Heretics,異端者の王国,Königreich der Ketzer,Royaume des Hérétiques,Reino de Herejes,Reino dos Hereges,Королевство Еретиков,Regno degli Eretici,異教徒王國,异教王国,이단자의 왕국,Królestwo Heretyków,Королівство Єретиків,Koninkrijk der Ketters,Sapkınlar Krallığı
L_SKIN_GREATPANDEMONIUM,,Great Pandemonium,大混沌,Großes Pandemonium,Grand Pandémonium,Gran Pandemonio,Grande Pandemonium,Великий Пандемониум,Grande Pandemonium,大混亂,混乱之域,대혼란,Wielki Pandemonium,Великий Пандемоніум,Groot Pandemonium,Büyük Kargaşa
L_SKIN_CAUSTICREACTOR,,Caustic Reactor,腐食反応炉,Ätzender Reaktor,Réacteur Caustique,Reactor Cáustico,Reator Cáustico,Едкий реактор,Reattore Caustico,腐蝕反應爐,腐蚀性反应堆,부식성 원자로,Reaktor Żrący,Їдкий реактор,Bijtende Reactor,Kostik Reaktör
L_SKIN_FARAWAYENCLAVE,,Faraway Enclave,遠方の飛地,Entlegene Enklave,Enclave Lointaine,Enclave Lejano,Enclave Distante,Дальний Анклав,Enclave Remota,遙遠飛地,遥远飞地,먼 곳의 은신처,Odległa Enklawa,Віддалений Анклав,Verre Enclave,Uzak Yerleşke
L_SKIN_THEBARRENS,,The Barrens,不毛の地,Die Ödlande,Les Terres Désolées,Los Páramos,Os Ermos,Пустоши,Le Lande Desolate,荒原,荒芜之地,황무지,Pustkowia,Пустища,De Woestenij,Çorak Topraklar
L_SKIN_SANCTUMUMBRA,,Sanctum Umbra,サンクタム・アンブラ,Sanctum Umbra,Sanctum Umbra,Sanctum Umbra,Santuário Sombrio,Святилище Теней,Sanctum Umbra,闇影聖殿,暗影圣所,성역의 그림자,Sanktuarium Cienia,Святилище Тіні,Heiligdom van Schaduw,Gölge Tapınağı
L_SKIN_AZUREDREAM,,Azure Dream,蒼き夢,Azurtraum,Rêve d'Azur,Sueño Azur,Sonho Azul,Лазурный Сон,Sogno Azzurro,蒼藍夢境,碧蓝梦境,푸른 꿈,Lazurowy Sen,Лазуровий Сон,Azuurblauwe Droom,Mavi Rüya
L_SKIN_ETERNITY'SEND,,Eternity's End,永遠の終焉,Ewigkeits Ende,Fin de l'Éternité,El Fin de la Eternidad,Fim da Eternidade,Конец Вечности,Fine dell'Eternità,永恆終焉,永恒尽头,영원의 끝,Kres Wieczności,Кінець Вічності,Einde der Eeuwigheid,Sonsuzluğun Sonu
L_SKIN_PATHOFTHEDAMNED,,Path of the Damned,呪われし者の道,Pfad der Verdammten,Chemin des Damnés,Camino de los Condenados,Caminho dos Condenados,Путь Проклятых,Sentiero dei Dannati,詛咒之途,诅咒之路,저주받은 자의 길,Ścieżka Potępionych,Шлях Проклятих,Pad der Verdoemden,Lanetlilerin Yolu
L_SKIN_WHERETHEDEADSHIPSDWELL,,Where the Dead Ships Dwell,死せる船の住処,Wo die toten Schiffe ruhen,Là où Gisent les Navires Morts,Donde Moran los Barcos Muertos,Onde Habitam os Navios Mortos,Где Обитают Мёртвые Корабли,Dove Dimorano le Navi dei Morti,亡船棲息之地,亡船居所,죽은 배들이 머무는 곳,Gdzie Spoczywają Martwe Okręty,Де Оселяються Мертві Кораблі,Waar de Dode Schepen Verblijven,Ölü Gemilerin Mesken Tuttuğu Yer
L_SKIN_TITAN'SWOUND,,Titan's Wound,タイタンの傷,Titanenwunde,Blessure du Titan,Herida del Titán,Ferida do Titã,Рана Титана,Ferita del Titano,泰坦之傷,泰坦之伤,타이탄의 상처,Rana Tytana,Рана Титана,Wond van de Titaan,Titan'ın Yarası
L_SKIN_BLOODGROVE,,Blood Grove,血の林,Bluthain,Bosquet Sanglant,Arboleda Sangrienta,Bosque Sangrento,Кровавая Роща,Boschetto di Sangue,血林,血色树林,블러드 그로브,Gaj Krwi,Кривавий Гай,Bloedwoud,Kan Korusu
L_SKIN_THESWAMPLANDS,,The Swamplands,湿地帯,Die Sümpfe,Les Marécages,Los Pantanos,Os Pântanos,Болотные земли,Le Paludi,沼澤地帶,沼泽之地,늪지대,Mokradła,Болотні землі,De Moeraslanden,Bataklık Toprakları
L_SKIN_CUTTHROATJUNGLE,,Cutthroat Jungle,カットスロート・ジャングル,Halsabschneider-Dschungel,Jungle Impitoyable,Jungla Despiadada,Selva Implacável,Джунгли Головорезов,Giungla dei Tagliagole,殺戮叢林,绝命丛林,살인마의 정글,Dżungla Bezwzględnych,Безжальні Джунглі,Meedogenloze Jungle,Haydut Ormanı
L_SKIN_ARACHNIDNEST,,Arachnid Nest,アラクニドの巣,Spinnennest,Nid d'Arachnide,Nido de Arácnidos,Ninho de Aracnídeo,Гнездо арахнидов,Nido di Aracnidi,蜘蛛巢穴,蜘蛛巢穴,거미 둥지,Gniazdo Arachnidów,Павуче Гніздо,Spinnennest,Örümcek Yuvası
L_SKIN_TREASUREGOLEM2.0,,Treasure Golem 2.0,トレジャーゴーレム2.0,Schatzgolem 2.0,Golem Trésor 2.0,Gólem del Tesoro 2.0,Golem do Tesouro 2.0,Сокровищный Голем 2.0,Golem del Tesoro 2.0,寶藏魔像 2.0,宝藏魔像2.0,보물 골렘 2.0,Golem Skarbów 2.0,Скарбовий Голем 2.0,Schatgolem 2.0,Hazine Golemi 2.0
L_SKIN_HELLRIDER,,Hellrider,ヘルライダー,Höllenreiter,Cavalier des Enfers,Jinete Infernal,Cavaleiro Infernal,Адский всадник,Cavaliere Infernale,地獄騎士,地狱骑士,헬라이더,Piekielny Jeździec,Пекельний вершник,Helrijder,Cehennem Binicisi
L_SKIN_METEOR,,Meteor,メテオ,Meteor,Météore,Meteoro,Meteoro,Метеор,Meteora,隕石,流星,메테오,Meteor,Метеор,Meteoor,Meteor
L_SKIN_LOSTSOUL,,Lost Soul,迷える魂,Verlorene Seele,Âme perdue,Alma Perdida,Alma Perdida,Потерянная Душа,Anima Perduta,迷失靈魂,迷失之魂,길 잃은 영혼,Zagubiona Dusza,Загублена Душа,Verloren Ziel,Kayıp Ruh
L_SKIN_QILIN,,Qilin,キリン,Qilin,Qilin,Qilin,Qilin,Цилинь,Qilin,麒麟,麒麟,기린,Qilin,Цілінь,Qilin,Qilin
L_SKIN_GALACTIC,,Galactic,ギャラクティック,Galaktisch,Galactique,Galáctico,Galáctico,Галактический,Galattico,銀河系,银河,은하계,Galaktyczny,Галактичний,Galactisch,Galaktik
L_SKIN_FEY,,Fey,フェイ,Feenwesen,Fée,Feérico,Feérico,Фея,Fatato,精靈,妖精,요정,Fey,Фея,Feeën,Peri
L_SKIN_RAINBOWCAT,,Rainbow Cat,レインボーキャット,Regenbogenkatze,Chat Arc-en-ciel,Gato Arcoíris,Gato Arco-Íris,Радужный Кот,Gatto Arcobaleno,彩虹貓,彩虹猫,무지개 고양이,Tęczowy Kot,Райдужний Кіт,Regenboogkat,Gökkuşağı Kedi
L_SKIN_CREATOR,,Creator,クリエイター,Schöpfer,Créateur,Creador,Criador,Создатель,Creatore,創作者,造物主,창조자,Twórca,Творець,Schepper,Yaratıcı
L_SKIN_NIGHT,,Night,夜,Nacht,Nuit,Noche,Noite,Ночь,Notte,夜晚,夜,밤,Noc,Ніч,Nacht,Gece
L_SKIN_FEMININE,,Feminine,フェミニン,Feminin,Féminin,Femenino,Feminino,Женский,Femminile,女性化,雌性,여성적,Kobieca,Жіноча,Vrouwelijk,Dişil
L_SKIN_SWARM,,Swarm,群れ,Schwarm,Essaim,Enjambre,Enxame,Рой,Sciame,蜂群,蝠群,군체,Rój,Рій,Zwerm,Sürü
L_SKIN_SKELETAL,,Skeletal,スケルタル,Skelettartig,Squelettique,Esquelético,Esquelético,Скелетный,Scheletrico,骷髏,骸骨,해골,Szkieletowy,Кістяний,Skeletachtig,İskeletimsi
L_SKIN_STATUE,,Statue,石像,Statue,Statue,Estatua,Estátua,Статуя,Statua,雕像,雕塑,석상,Posąg,Статуя,Standbeeld,Heykel
L_SKIN_WHITELION,,White Lion,白獅子,Weißer Löwe,Lion Blanc,León Blanco,Leão Branco,Белый Лев,Leone Bianco,白獅,白狮,하얀 사자,Biały Lew,Білий Лев,Witte Leeuw,Beyaz Aslan
L_SKIN_CARRIONBIRD,,Carrion Bird,キャリオンバード,Aasvogel,Oiseau charognard,Ave Carroñera,Pássaro Carniceiro,Стервятник,Uccello Carogna,腐肉鳥,腐尸鸟,송장까마귀,Padlinożerny Ptak,Стерв'ятник,Aasvogel,Leş Kuşu
L_SKIN_HELLBEAST,,Hell Beast,地獄獣,Höllenbestie,Bête Infernale,Bestia Infernal,Besta Infernal,Адское Чудовище,Bestia Infernale,地獄獸,地狱兽,지옥 야수,Bestia Piekielna,Пекельний Звір,Helbeest,Cehennem Canavarı
L_SKIN_FEMININE,,Feminine,フェミニン,Feminin,Féminin,Femenino,Feminino,Женский,Femminile,女性化,雌性,여성적,Kobieca,Жіноча,Vrouwelijk,Dişil
L_SKIN_ERROR,,ERROR,エラー,FEHLER,ERREUR,ERROR,ERRO,ОШИБКА,ERRORE,錯誤,错乱,오류,BŁĄD,ПОМИЛКА,FOUT,HATA
L_SKIN_AXOLOTL,,Axolotl,アクソロトル,Axolotl,Axolotl,Axolotl,Axolotl,Аксолотль,Axolotl,六角恐龍,美西螈,아홀로틀,Aksolotl,Аксолотль,Axolotl,Aksolotl
L_SKIN_LIBRARIAN,,Librarian,司書,Bibliothekar,Bibliothécaire,Bibliotecario,Bibliotecário,Библиотекарь,Bibliotecario,圖書管理員,图书管理员,사서,Bibliotekarz,Бібліотекар,Bibliothecaris,Kütüphaneci
L_SKIN_GENTLEMAN,,Gentleman,紳士,Gentleman,Gentilhomme,Caballero,Cavalheiro,Джентльмен,Gentiluomo,紳士,绅士,신사,Dżentelmen,Джентльмен,Heer,Beyefendi
L_SKIN_AAMON'SEMBRACE,,Aamon's Embrace,アーモンの抱擁,Aamons Umarmung,Étreinte d'Aamon,Abrazo de Aamon,Abraço de Aamon,Объятия Аамона,Abbraccio di Aamon,亞蒙的擁抱,亚蒙之拥,아몬의 포옹,Objęcie Aamona,Обійми Аамона,Aamons Omhelzing,Aamon'un Sarılışı
L_SKIN_COSMIC,,Cosmic,コズミック,Kosmisch,Cosmique,Cósmico,Cósmico,Космический,Cosmico,宇宙,宇宙,우주의,Kosmiczny,Космічний,Kosmisch,Kozmik
L_SKIN_ANACONDA,,Anaconda,アナコンダ,Anakonda,Anaconda,Anaconda,Anaconda,Анаконда,Anaconda,蟒蛇,森蚺,아나콘다,Anakonda,Анаконда,Anaconda,Anakonda
L_SKIN_JEWELLERY,,Jewellery,宝飾品,Schmuck,Bijoux,Joyería,Joias,Украшения,Gioielli,珠寶,珍宝,보석류,Biżuteria,Прикраси,Sieraden,Mücevher
L_SKIN_JUNKYARDDOG,,Junkyard Dog,ジャンクヤード・ドッグ,Schrottplatz-Hund,Chien de Ferraille,Perro Callejero,Cão de Ferro-Velho,Дворняга,Cane da Discarica,廢土惡犬,废品场之犬,쓰레기장 개,Śmieciowy Pies,Дворовий Пес,Schroothond,Çöplük Köpeği
L_SKIN_FRUITBAT,,Fruit Bat,フルーツコウモリ,Fruchtfledermaus,Chauve-souris frugivore,Murciélago de la fruta,Morcego-da-fruta,Фруктовая летучая мышь,Pipistrello della frutta,果蝠,果蝠,과일박쥐,Nietoperz owocowy,Фруктовий кажан,Fruitvleermuis,Meyve Yarasası
L_SKIN_INVADER,,Invader,インベーダー,Eindringling,Envahisseur,Invasor,Invasor,Захватчик,Invasore,入侵者,侵袭者,침략자,Najeźdźca,Загарбник,Indringer,İstilacı
L_SKIN_GHOSTLY,,Ghostly,幽霊のような,Geisterhaft,Spectral,Fantasmal,Fantasmagórico,Призрачный,Spettrale,幽靈般的,幽灵,유령 같은,Widmowy,Примарний,Spookachtig,Hayaletimsi
L_SKIN_OROCHI,,Orochi,オロチ,Orochi,Orochi,Orochi,Orochi,Орочи,Orochi,大蛇,大蛇,오로치,Orochi,Орочі,Orochi,Orochi
L_SKIN_JUDOKA,,Judoka,柔道家,Judoka,Judoka,Judoka,Judoca,Дзюдоист,Judoka,柔道家,柔道家,유도가,Judoka,Дзюдоїст,Judoka,Judoka
L_SKIN_PAGODA,,Pagoda,パゴダ,Pagode,Pagode,Pagoda,Pagode,Пагода,Pagoda,寶塔,宝塔,탑,Pagoda,Пагода,Pagode,Pagoda
L_SKIN_INDUSTRIAL,,Industrial,インダストリアル,Industriell,Industriel,Industrial,Industrial,Промышленный,Industriale,工業,工业化,산업용,Przemysłowy,Промисловий,Industrieel,Endüstriyel
L_SKIN_WEIRDO,,Weirdo,変人,Sonderling,Cinglé,Bicho raro,Esquisito,Чудак,Strambotto,怪咖,怪奇,괴짜,Dziwak,Дивак,Zonderling,Tuhaf
L_SKIN_CLOWN,,Clown,ピエロ,Clown,Clown,Payaso,Palhaço,Клоун,Pagliaccio,小丑,小丑,광대,Klaun,Клоун,Clown,Palyaço
L_SKIN_EAGLE,,Eagle,イーグル,Adler,Aigle,Águila,Águia,Орёл,Aquila,鷹,鹰,독수리,Orzeł,Орел,Adelaar,Kartal
L_SKIN_CYBORG,,Cyborg,サイボーグ,Cyborg,Cyborg,Ciborg,Ciborgue,Киборг,Cyborg,生化人,半机械,사이보그,Cyborg,Кіборг,Cyborg,Sayborg
L_SKIN_SOHANDSOME,,So Handsome,とてもハンサム,So Gutaussehend,Si Beau,Tan Apuesto,Tão Bonito,Такой красавчик,Così Affascinante,好帥氣,真帅,너무 잘생겼어,Tak Przystojny,Такий Вродливий,Zo Knap,Çok Yakışıklı
L_SKIN_CHAMELEON,,Chameleon,カメレオン,Chamäleon,Caméléon,Camaleón,Camaleão,Хамелеон,Camaleonte,變色龍,变色龙,카멜레온,Kameleon,Хамелеон,Kameleon,Bukalemun
L_SKIN_CORRUPTED,,Corrupted,腐敗した,Verdorben,Corrompu,Corrompido,Corrompido,Искаженный,Corrotto,腐化,腐化,타락한,Zepsuty,Спотворений,Verdorven,Yozlaşmış
L_SKIN_COMMON,,Common,一般,Gewöhnlich,Commun,Común,Comum,Обычный,Comune,普通,普通,일반,Pospolity,Звичайний,Algemeen,Yaygın
L_SKIN_QUARTERBACK,,Quarterback,クォーターバック,Quarterback,Quarterback,Mariscal de campo,Quarterback,Квотербек,Quarterback,四分衛,四分卫,쿼터백,Rozgrywający,Квотербек,Quarterback,Quarterback
L_SKIN_FORGE,,Forge,鍛冶場,Schmiede,Forge,Forja,Forja,Кузница,Forgia,鍛造,锻造,대장간,Kuźnia,Кузня,Smederij,Demirci
L_SKIN_DARKLORD,,Dark Lord,ダークロード,Dunkler Fürst,Seigneur des Ténèbres,Señor Oscuro,Senhor das Trevas,Тёмный Владыка,Signore Oscuro,黑暗領主,黑暗领主,암흑군주,Mroczny Lord,Темний Володар,Duistere Heer,Karanlık Lord
L_SKIN_ANGRYSPIRITS,,Angry Spirits,怒れる霊,Zornige Geister,Esprits Furieux,Espíritus Furiosos,Espíritos Furiosos,Разгневанные Духи,Spiriti Furiosi,憤怒的靈魂,愤怒幽灵,분노한 영혼,Gniewne Duchy,Розлючені Духи,Boze Geesten,Öfkeli Ruhlar
L_SKIN_LIGHTSIN,,Light Sin,光の罪,Leichtes Vergehen,Péché de Lumière,Pecado de Luz,Pecado da Luz,Легкий Грех,Peccato di Luce,光之罪,光明之罪,빛의 죄,Lekki Grzech,Легкий Гріх,Licht Zonde,Hafif Günah
L_SKIN_DEATHBOT,,Deathbot,デスボット,Todesbot,Deathbot,Deathbot,Robô da Morte,Робот Смерти,Deathbot,死亡機器人,死亡机器人,데스봇,Śmiercionator,Смертобот,Doodsrobot,Ölümbot
L_SKIN_SHADOWWRAITH,,Shadow Wraith,シャドウレイス,Schattengeist,Spectre des Ombres,Espectro Sombrío,Espectro Sombrio,Призрачный Дух,Spettro d'Ombra,暗影幽魂,暗影幽魂,그림자 망령,Upiór Cienia,Тіньовий Привид,Schaduwgeest,Gölge Hayalet
L_SKIN_FOSSIL,,Fossil,化石,Fossil,Fossile,Fósil,Fóssil,Окаменелость,Fossile,化石,化石,화석,Skamieniałość,Скам'янілість,Fossiel,Fosil
L_SKIN_FEMININE,,Feminine,フェミニン,Feminin,Féminin,Femenino,Feminino,Женский,Femminile,女性化,雌性,여성적,Kobieca,Жіноча,Vrouwelijk,Dişil
L_SKIN_MASCULINE,,Masculine,男性的,Maskulin,Masculin,Masculino,Masculino,Мужской,Maschile,陽性,雄性,남성,Męski,Чоловічий,Mannelijk,Eril
L_SKIN_CYBER,,Cyber,サイバー,Cyber,Cyber,Ciber,Cyber,Кибер,Cyber,網路,赛博,사이버,Cyber,Кібер,Cyber,Siber
L_SKIN_DEATHADDER,,Death Adder,デスアダー,Todesotter,Vipère Mortelle,Sierpe Mortal,Víbora da Morte,Смертоносная Гадюка,Vipera della Morte,死亡蝰蛇,死亡蝰蛇,데스 애더,Żmija Śmierci,Смертоносна Гадюка,Doodadder,Ölüm Engereki
L_SKIN_GHOST,,Ghost,ゴースト,Geist,Fantôme,Fantasma,Fantasma,Призрак,Fantasma,幽靈,幽灵,유령,Duch,Привид,Geest,Hayalet
L_SKIN_MERMAID,,Mermaid,マーメイド,Meerjungfrau,Sirène,Sirena,Sereia,Русалка,Sirena,人魚,人鱼,인어,Syrena,Русалка,Zeemeermin,Denizkızı
L_SKIN_GREATSPHINX,,Great Sphinx,グレート・スフィンクス,Große Sphinx,Grand Sphinx,Gran Esfinge,Grande Esfinge,Великий Сфинкс,Grande Sfinge,大獅身人面像,大斯芬克斯,그레이트 스핑크스,Wielki Sfinks,Великий Сфінкс,Grote Sfinx,Büyük Sfenks
L_SKIN_ROCK,,Rock,岩,Fels,Roche,Roca,Rocha,Камень,Roccia,岩石,岩石,바위,Skała,Камінь,Rots,Kaya
L_SKIN_DARKNESS,,Darkness,闇,Dunkelheit,Ténèbres,Oscuridad,Escuridão,Тьма,Oscurità,黑暗,黑暗,어둠,Ciemność,Темрява,Duisternis,Karanlık
L_SKIN_ROBED,,Robed,ローブを着た,Gewandet,Vêtu d'une robe,Encapuchado,Vestido,Облачённый в мантию,Ammantato,長袍,长袍,로브를 입은,Odziana w szatę,Одягнений у мантію,Gewaad,Cüppeli
L_SKIN_MADLORD,,Mad Lord,狂える領主,Wahnsinniger Fürst,Seigneur Fou,Señor Demente,Senhor Louco,Безумный Лорд,Signore Folle,瘋狂領主,疯狂领主,광란의 군주,Szalony Lord,Божевільний Лорд,Waanzinnige Heer,Çılgın Lord
L_SKIN_TERRORBULL,,Terror Bull,テラーブル,Terrorstier,Taureau Terrifiant,Toro del Terror,Touro do Terror,Бык Ужаса,Toro del Terrore,恐怖牛魔,恐怯公牛,테러 불,Byk Grozy,Бик Жаху,Terreurstier,Dehşet Boğası
L_SKIN_ANGELOFRUIN,,Angel of Ruin,滅亡の天使,Engel des Ruins,Ange de la Ruine,Ángel de la Ruina,Anjo da Ruína,Ангел Разрушения,Angelo della Rovina,毀滅天使,毁灭天使,파멸의 천사,Anioł Zagłady,Ангел Руїни,Engel van Verwoesting,Yıkım Meleği
L_SKIN_ANCIENTTECH,,Ancient Tech,古代技術,Uralte Technik,Technologie Ancienne,Tecnología Antigua,Tecnologia Antiga,Древняя Технология,Tecnologia Antica,遠古科技,远古科技,고대 기술,Starożytna Technologia,Прадавня Техніка,Oude Technologie,Kadim Teknoloji
L_SKIN_DARKSANCTUS,,Dark Sanctus,ダークサンクタス,Dunkler Sanctus,Sanctus Ténébreux,Sanctus Oscuro,Sanctus Sombrio,Тёмный Сантус,Sanctus Oscuro,黑暗聖咒,黑暗圣灵,다크 생투스,Mroczny Sanctus,Темний Санктус,Duister Sanctus,Karanlık Sanctus
L_SKIN_KITSUNE,,Kitsune,キツネ,Kitsune,Kitsune,Kitsune,Kitsune,Кицунэ,Kitsune,狐妖,狐妖,키츠네,Kitsune,Кіцуне,Kitsune,Kitsune
L_SKIN_CELESTIAL,,Celestial,セレスティアル,Himmlisch,Céleste,Celestial,Celestial,Небесный,Celestiale,天界,天界,천상의,Niebiański,Небесний,Hemels,Göksel
L_SKIN_DOE,,Doe,ドウ,Reh,Biche,Ciervo,Doar,Лань,Cerva,母鹿,雌鹿,도,Łania,Лань,Doen,Geyik
L_SKIN_DIVINE,,Divine,神聖,Göttlich,Divin,Divino,Divino,Божественный,Divino,神聖,神圣,신성한,Boski,Божественний,Goddelijk,İlahi
L_SKIN_LAZERBLADE,,Lazer Blade,レーザーブレード,Laserklinge,Lame Laser,Espada Láser,Lâmina Laser,Лазерный Клинок,Lama Laser,雷射刀鋒,激光之刃,레이저 블레이드,Ostrze Laserowe,Лазерний Клинок,Lazerkling,Lazer Kılıcı
L_SKIN_TYRANT,,Tyrant,暴君,Tyrann,Tyran,Tirano,Tirano,Тиран,Tiranno,暴君,暴君,폭군,Tyran,Тиран,Tiran,Tiran
L_SKIN_CHROME,,Chrome,クローム,Chrom,Chrome,Cromo,Cromo,Хром,Cromo,鉻,铬,크롬,Chrom,Хром,Chroom,Krom
L_SKIN_VOIDPRIEST,,Void Priest,虚無の司祭,Leerenpriester,Prêtre du Néant,Sacerdote del Vacío,Sacerdote do Vazio,Жрец Пустоты,Sacerdote del Vuoto,虛空祭司,虚空祭司,공허의 사제,Kapłan Pustki,Жрець Порожнечі,Leegtepriester,Boşluk Rahibi
L_SKIN_THUNDERPRIEST,,Thunder Priest,雷の司祭,Donnerpriester,Prêtre du Tonnerre,Sacerdote del Trueno,Sacerdote do Trovão,Жрец Грома,Sacerdote del Tuono,雷霆祭司,雷鸣祭司,천둥 사제,Kapłan Gromu,Жрець Грому,Donderpriester,Gök Rahibi
