Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_ACC_LARGERIBBONBLACK,,Large Ribbon (Black),大きなリボン（黒）,Große Schleife (Schwarz),Grand Ruban (Noir),Lazo Grande (Negro),Laço Grande (Preto),Большая лента (Чёрная),Fiocco Grande (Nero),大型緞帶（黑色）,大蝴蝶结（黑）,큰 리본 (검정),Duża Wstążka (Czarna),Велика стрічка (чорна),Groot Lint (Zwart),Büyük Kurdele (Siyah)
L_ACC_LARGERIBBONGREEN,,Large Ribbon (Green),大きなリボン（緑）,Große Schleife (Grün),Grand Ruban (Vert),Lazo Grande (Verde),Laço Grande (Verde),Большая лента (зелёная),Nastro Grande (Verde),大型緞帶（綠色）,大蝴蝶结（绿）,큰 리본 (초록),Duża Wstążka (Zielona),Велика Стрічка (Зелена),Grote Lint (Groen),Büyük Kurdele (Yeşil)
L_ACC_LARGERIBBONPURPLE,,Large Ribbon (Purple),大きなリボン（紫）,Große Schleife (Lila),Grand Ruban (Violet),Lazo Grande (Morado),Laço Grande (Roxo),Большая лента (Фиолетовая),Nastro Grande (Viola),大型緞帶（紫色）,大蝴蝶结（紫）,큰 리본 (보라색),Duża Wstążka (Fioletowa),Велика Стрічка (Фіолетова),Groot Lint (Paars),Büyük Kurdele (Mor)
L_ACC_LARGERIBBONRED,,Large Ribbon (Red),大きなリボン（赤）,Große Schleife (Rot),Grand Ruban (Rouge),Lazo Grande (Rojo),Laço Grande (Vermelho),Большая Лента (Красная),Fiocco Grande (Rosso),大型緞帶（紅）,大蝴蝶结（红）,큰 리본 (빨강),Duża Wstążka (Czerwona),Велика Стрічка (Червона),Grote Lint (Rood),Büyük Kurdele (Kırmızı)
L_ACC_LARGERIBBONWHITE,,Large Ribbon (White),大きなリボン（白）,Große Schleife (Weiß),Grand Ruban (Blanc),Lazo Grande (Blanco),Laço Grande (Branco),Большая лента (Белая),Fiocco Grande (Bianco),大型緞帶（白色）,大蝴蝶结（白）,큰 리본 (흰색),Duża Wstążka (Biała),Велика стрічка (Біла),Groot Lint (Wit),Büyük Kurdele (Beyaz)
L_ACC_LARGERIBBONYELLOW,,Large Ribbon (Yellow),大きなリボン（黄色）,Große Schleife (Gelb),Grand Ruban (Jaune),Lazo Grande (Amarillo),Laço Grande (Amarelo),Большая лента (Жёлтая),Fiocco Grande (Giallo),大型緞帶（黃色）,大蝴蝶结（黄）,큰 리본 (노랑),Duża Wstążka (Żółta),Велика Стрічка (Жовта),Grote Lint (Geel),Büyük Kurdele (Sarı)
L_ACC_SMALLRIBBONBLUE,,Small Ribbon (Blue),小さなリボン（青）,Kleine Schleife (Blau),Petit Ruban (Bleu),Pequeño Lazo (Azul),Pequena Fita (Azul),Маленькая Лента (Синяя),Piccolo Nastro (Blu),小緞帶（藍）,小蝴蝶结（蓝）,작은 리본 (파란색),Mała Wstążka (Niebieska),Маленька стрічка (Синя),Kleine Lint (Blauw),Küçük Kurdele (Mavi)
L_ACC_SMALLRIBBONBLACK,,Small Ribbon (Black),小さなリボン（黒）,Kleine Schleife (Schwarz),Petit Ruban (Noir),Pequeño Lazo (Negro),Pequena Fita (Preta),Маленькая лента (Чёрная),Piccolo Nastro (Nero),小緞帶（黑色）,小蝴蝶结（黑）,작은 리본 (검정),Mała Wstążka (Czarna),Маленька стрічка (чорна),Kleine Lint (Zwart),Küçük Kurdele (Siyah)
L_ACC_SMALLRIBBONGREEN,,Small Ribbon (Green),小さなリボン（緑）,Kleine Schleife (Grün),Petit Ruban (Vert),Lazo Pequeño (Verde),Pequena Fita (Verde),Маленькая Лента (Зелёная),Piccolo Nastro (Verde),小緞帶（綠）,小蝴蝶结（绿）,작은 리본 (초록색),Mała Wstążka (Zielona),Маленька стрічка (зелена),Kleine Lint (Groen),Küçük Kurdele (Yeşil)
L_ACC_SMALLRIBBONPURPLE,,Small Ribbon (Purple),小さなリボン（紫）,Kleine Schleife (Lila),Petit Ruban (Violet),Pequeño Lazo (Púrpura),Pequena Fita (Roxa),Маленькая лента (Фиолетовая),Piccolo Nastro (Viola),小緞帶（紫色）,小蝴蝶结（紫）,작은 리본 (보라색),Mała Wstążka (Fioletowa),Маленька Стрічка (Фіолетова),Kleine Lint (Paars),Küçük Kurdele (Mor)
L_ACC_SMALLRIBBONRED,,Small Ribbon (Red),小さなリボン（赤）,Kleine Schleife (Rot),Petit Ruban (Rouge),Lazo Pequeño (Rojo),Pequena Fita (Vermelha),Маленькая Лента (Красная),Piccolo Nastro (Rosso),小緞帶（紅）,小蝴蝶结（红）,작은 리본 (빨강),Mała Wstążka (Czerwona),Маленька стрічка (Червона),Kleine Lint (Rood),Küçük Kurdele (Kırmızı)
L_ACC_SMALLRIBBONWHITE,,Small Ribbon (White),小さなリボン（白）,Kleine Schleife (Weiß),Petit Ruban (Blanc),Lazo Pequeño (Blanco),Pequena Fita (Branca),Маленькая лента (Белая),Piccolo Nastro (Bianco),小緞帶（白色）,小蝴蝶结（白）,작은 리본 (흰색),Mała Wstążka (Biała),Маленька стрічка (Біла),Kleine Lint (Wit),Küçük Kurdele (Beyaz)
L_ACC_SMALLRIBBONYELLOW,,Small Ribbon (Yellow),小さなリボン（黄色）,Kleine Schleife (Gelb),Petit Ruban (Jaune),Lazo Pequeño (Amarillo),Pequena Fita (Amarela),Маленькая лента (Жёлтая),Piccolo Nastro (Giallo),小緞帶（黃色）,小蝴蝶结（黄）,작은 리본 (노랑),Mała Wstążka (Żółta),Маленька стрічка (жовта),Kleine Lint (Geel),Küçük Kurdele (Sarı)
L_ACC_CRYSTALSMALL,,Crystal (Small),クリスタル（小）,Kristall (Klein),Cristal (Petit),Cristal (Pequeño),Cristal (Pequeno),Кристалл (Малый),Cristallo (Piccolo),水晶 (小),水晶（小）,수정 (소형),Kryształ (Mały),Кристал (Малий),Kristal (Klein),Kristal (Küçük)
L_ACC_STONESMALL,,Stone (Small),石ころ,Stein (Klein),Pierre (Petite),Piedra (Pequeña),Pedra (Pequena),Камень (Малый),Pietra (Piccola),石頭（小）,石头（小）,돌 (소형),Kamień (Mały),Камінь (Малий),Steen (Klein),Taş (Küçük)
L_ACC_STONEFLOOR,,Stone Floor,石の床,Steinboden,Sol de pierre,Suelo de Piedra,Piso de Pedra,Каменный пол,Pavimento di Pietra,石製地板,石头地,돌바닥,Kamienna Podłoga,Кам'яна підлога,Stenen Vloer,Taş Zemin
L_ACC_CRYSTALLONG,,Crystal (Long),クリスタル（長）,Kristall (Lang),Cristal (Long),Cristal (Largo),Cristal (Longo),Кристалл (Длинный),Cristallo (Lungo),水晶（長）,水晶（长）,수정 (긴),Kryształ (Długi),Кристал (Довгий),Kristal (Lang),Kristal (Uzun)
L_ACC_STONELONG,,Stone (Long),石（長）,Stein (Lang),Pierre (Long),Piedra (Larga),Pedra (Longa),Камень (Длинный),Pietra (Lunga),石頭（長）,石头（长）,돌 (긴),Kamień (Długi),Камінь (Довгий),Steen (Lang),Taş (Uzun)
L_ACC_CRYSTALLARGE,,Crystal (Large),大きな水晶,Kristall (Groß),Cristal (Grand),Cristal (Grande),Cristal (Grande),Кристалл (Большой),Cristallo (Grande),水晶（大）,水晶（大）,수정 (대형),Kryształ (Duży),Кристал (Великий),Kristal (Groot),Kristal (Büyük)
L_ACC_BANDAGE,,Bandage,包帯,Verband,Bandage,Venda,Bandagem,Повязка,Benda,繃帶,绷带,붕대,Bandaż,Бинт,Verband,Bandaj
L_ACC_BELL,,Bell,ベル,Glocke,Cloche,Campana,Sino,Колокол,Campana,鈴鐺,铃铛,종,Dzwon,Дзвін,Bel,Çan
L_ACC_CATBELL,,Catbell,キャットベル,Katzenglocke,Clochette de chat,Cascabel,Sino de Gato,Кошачий колокольчик,Campanello Felino,貓鈴,猫铃铛,고양이방울,Koci Dzwonek,Котячий дзвіночок,Katbel,Kediçanı
L_ACC_CORNFLOWER,,Cornflower,コーンフラワー,Kornblume,Bleuet,Aciano,Centáurea,Василёк,Fiordaliso,矢車菊,矢车菊,수레국화,Chaber,Волошка,Korenbloem,Peygamber Çiçeği
L_ACC_DANDELION,,Dandelion,タンポポ,Löwenzahn,Pissenlit,Diente de león,Dente-de-leão,Одуванчик,Tarassaco,蒲公英,蒲公英,민들레,Mniszek,Кульбаба,Paardenbloem,Karahindiba
L_ACC_BLUEFLAG,,Blue Flag,青旗,Blaue Flagge,Drapeau Bleu,Bandera Azul,Bandeira Azul,Синий флаг,Bandiera Blu,藍旗,蓝旗,파란 깃발,Niebieska Flaga,Синій прапор,Blauwe Vlag,Mavi Bayrak
L_ACC_BLACKFLAG,,Black Flag,黒旗,Schwarze Flagge,Drapeau Noir,Bandera Negra,Bandeira Negra,Чёрный флаг,Bandiera Nera,黑旗,黑旗,검은 깃발,Czarna Flaga,Чорний прапор,Zwarte Vlag,Kara Bayrak
L_ACC_CHECKEREDFLAG,,Checkered Flag,チェッカーフラッグ,Zielflagge,Drapeau à Damier,Bandera a Cuadros,Bandeira Quadriculada,Клетчатый флаг,Bandiera a Scacchi,方格旗,方格旗,체크무늬 깃발,Flaga w Szachownicę,Картатий прапор,Geblokte Vlag,Damalı Bayrak
L_ACC_GREENFLAG,,Green Flag,グリーンフラッグ,Grüne Flagge,Drapeau Vert,Bandera Verde,Bandeira Verde,Зелёный флаг,Bandiera Verde,綠旗,绿旗,녹색 깃발,Zielona Flaga,Зелений прапор,Groene Vlag,Yeşil Bayrak
L_ACC_PURPLEFLAG,,Purple Flag,パープルフラッグ,Violette Flagge,Drapeau Violet,Bandera Púrpura,Bandeira Roxa,Пурпурный флаг,Bandiera Viola,紫旗,紫旗,보라색 깃발,Purpurowa Flaga,Фіолетовий прапор,Paarse Vlag,Mor Bayrak
L_ACC_REDFLAG,,Red Flag,赤旗,Rote Flagge,Drapeau Rouge,Bandera Roja,Bandeira Vermelha,Красный Флаг,Bandiera Rossa,紅旗,红旗,적기,Czerwona Flaga,Червоний Прапор,Rode Vlag,Kırmızı Bayrak
L_ACC_RAINBOWFLAG,,Rainbow Flag,レインボーフラッグ,Regenbogenfahne,Drapeau Arc-en-ciel,Bandera Arcoíris,Bandeira do Arco-Íris,Радужный флаг,Bandiera Arcobaleno,彩虹旗,彩虹旗,무지개 깃발,Tęczowa Flaga,Веселкова прапор,Regenboogvlag,Gökkuşağı Bayrağı
L_ACC_FLOWERBUNCHSMALL,,Flower Bunch (Small),花束（小）,Blumenstrauß (Klein),Bouquet de Fleurs (Petit),Ramo de Flores (Pequeño),Buquê de Flores (Pequeno),Букет цветов (Маленький),Mazzetto di Fiori (Piccolo),花束（小）,花束（小）,꽃다발 (소형),Bukiet Kwiatów (Mały),Букет квітів (малий),Bloemenbos (Klein),Çiçek Demeti (Küçük)
L_ACC_GEMBLUE,,Gem (Blue),宝石（青）,Edelstein (Blau),Gemme (Bleue),Gema (Azul),Gema (Azul),Самоцвет (Синий),Gemma (Blu),寶石（藍）,宝石（蓝）,보석 (파랑),Klejnot (Niebieski),Самоцвіт (Синій),Edelsteen (Blauw),Mücevher (Mavi)
L_ACC_GEMBLACK,,Gem (Black),宝石（黒）,Edelstein (Schwarz),Gemme (Noire),Gema (Negra),Gema (Preta),Самоцвет (Черный),Gemma (Nera),寶石（黑）,宝石（黑）,보석 (검정),Klejnot (Czarny),Самоцвіт (Чорний),Edelsteen (Zwart),Mücevher (Siyah)
L_ACC_GEMGREEN,,Gem (Green),宝石（緑）,Edelstein (Grün),Gemme (Verte),Gema (Verde),Gema (Verde),Самоцвет (Зелёный),Gemma (Verde),寶石（綠）,宝石（绿）,보석 (녹색),Klejnot (Zielony),Самоцвіт (Зелений),Edelsteen (Groen),Mücevher (Yeşil)
L_ACC_GEMPURPLE,,Gem (Purple),宝石（紫）,Edelstein (Lila),Gemme (Violette),Gema (Púrpura),Gema (Roxa),Самоцвет (Фиолетовый),Gemma (Viola),寶石（紫）,宝石（紫）,보석 (보라색),Klejnot (Fioletowy),Самоцвіт (Фіолетовий),Edelsteen (Paars),Mücevher (Mor)
L_ACC_GEMRED,,Gem (Red),宝石（赤）,Edelstein (Rot),Gemme (Rouge),Gema (Roja),Gema (Vermelha),Самоцвет (Красный),Gemma (Rossa),寶石（紅）,宝石（红）,보석 (빨강),Klejnot (Czerwony),Самоцвіт (Червоний),Edelsteen (Rood),Mücevher (Kırmızı)
L_ACC_GEMWHITE,,Gem (White),宝石（白）,Edelstein (Weiß),Gemme (Blanche),Gema (Blanca),Gema (Branca),Самоцвет (Белый),Gemma (Bianca),寶石（白）,宝石（白）,보석 (백색),Klejnot (Biały),Самоцвіт (Білий),Edelsteen (Wit),Mücevher (Beyaz)
L_ACC_GEMYELLOW,,Gem (Yellow),宝石（黄）,Edelstein (Gelb),Gemme (Jaune),Gema (Amarilla),Gema (Amarela),Самоцвет (Жёлтый),Gemma (Gialla),寶石（黃）,宝石（黄）,보석 (노란색),Klejnot (Żółty),Самоцвіт (Жовтий),Edelsteen (Geel),Mücevher (Sarı)
L_ACC_LEAVESLARGE,,Leaves (Large),葉っぱ（大）,Blätter (Groß),Feuilles (Grandes),Hojas (Grandes),Folhas (Grandes),Листья (Большие),Foglie (Grandi),葉子（大）,树叶（大）,나뭇잎 (대형),Liście (Duże),Листя (Велике),Bladeren (Groot),Yapraklar (Büyük)
L_ACC_LEAVESSMALL,,Leaves (Small),葉っぱ（小）,Blätter (Klein),Feuilles (Petites),Hojas (Pequeñas),Folhas (Pequenas),Листья (Маленькие),Foglie (Piccole),樹葉（小）,树叶（小）,나뭇잎 (소형),Liście (Małe),Листя (Мале),Bladeren (Klein),Yapraklar (Küçük)
L_ACC_MOON,,Moon,月,Mond,Lune,Luna,Lua,Луна,Luna,月亮,月亮,달,Księżyc,Місяць,Maan,Ay
L_ACC_MUMMYWRAPSLARGE,,Mummy Wraps (Large),ミイラの包帯（大）,Mumienbinden (Groß),Bandelettes de Momie (Grande),Vendas de Momia (Grande),Ataduras de Múmia (Grande),Бинты Мумии (Большие),Bende di Mummia (Grandi),木乃伊繃帶（大）,木乃伊绷带（大）,미라 붕대 (대형),Bandaże Mumii (Duże),Бинти Мумії (Великі),Mummiewindsels (Groot),Mumya Sargıları (Büyük)
L_ACC_MUMMYWRAPSSMALL,,Mummy Wraps (Small),ミイラの包帯（小）,Mumienbinden (Klein),Bandelettes de Momie (Petit),Vendas de Momia (Pequeñas),Ataduras de Múmia (Pequeno),Обмотки Мумии (Малые),Bende di Mummia (Piccole),木乃伊繃帶（小）,木乃伊绷带（小）,미라 붕대 (소형),Bandaże Mumii (Małe),Бинти Мумії (Малі),Mummiewindsels (Klein),Mumya Sargıları (Küçük)
L_ACC_PANSY,,Pansy,パンジー,Stiefmütterchen,Pensée,Pensamiento,Amor-perfeito,Анютины глазки,Viola del pensiero,三色堇,三色堇,팬지,Bratek,Фіалка,Viooltje,Hercai
L_ACC_ROSE,,Rose,ローズ,Rose,Rose,Rosa,Rosa,Роза,Rosa,蘿絲,玫瑰,로즈,Róża,Роза,Roos,Gül
L_ACC_RUNEBLUE,,Rune (Blue),ルーン（青）,Rune (Blau),Rune (Bleue),Runa (Azul),Runa (Azul),Руна (Синяя),Runa (Blu),符文（藍）,符文（蓝）,룬 (파랑),Runa (Niebieska),Руна (Синя),Rune (Blauw),Rün (Mavi)
L_ACC_RUNEGREEN,,Rune (Green),ルーン（緑）,Rune (Grün),Rune (Verte),Runa (Verde),Runa (Verde),Руна (Зеленая),Runa (Verde),符文（綠）,符文（绿）,룬 (초록),Runa (Zielona),Руна (Зелена),Rune (Groen),Rün (Yeşil)
L_ACC_RUNEPURPLE,,Rune (Purple),ルーン（紫）,Rune (Lila),Rune (Violet),Runa (Púrpura),Runa (Roxa),Руна (Фиолетовая),Runa (Viola),符文（紫）,符文（紫）,룬 (보라색),Runa (Fioletowa),Руна (Фіолетова),Rune (Paars),Rün (Mor)
L_ACC_RUNERED,,Rune (Red),ルーン（赤）,Rune (Rot),Rune (Rouge),Runa (Roja),Runa (Vermelha),Руна (Красная),Runa (Rossa),符文（紅）,符文（红）,룬 (빨강),Runa (Czerwona),Руна (Червона),Rune (Rood),Rün (Kırmızı)
L_ACC_RUNEWHITE,,Rune (White),ルーン（白）,Rune (Weiß),Rune (Blanche),Runa (Blanca),Runa (Branca),Руна (Белая),Runa (Bianca),符文（白）,符文（白）,룬 (백색),Runa (Biała),Руна (Біла),Rune (Wit),Rün (Beyaz)
L_ACC_RUNEYELLOW,,Rune (Yellow),ルーン（黄）,Rune (Gelb),Rune (Jaune),Runa (Amarilla),Runa (Amarela),Руна (Жёлтая),Runa (Gialla),符文（黃色）,符文（黄）,룬 (노랑),Runa (Żółta),Руна (Жовта),Rune (Geel),Rün (Sarı)
L_ACC_SUN,,Sun,太陽,Sonne,Soleil,Sol,Sol,Солнце,Sole,太陽,太阳,태양,Słońce,Сонце,Zon,Güneş
L_ACC_VINESSMALL,,Vines (Small),ツタ（小）,Ranken (Klein),Vignes (Petites),Enredaderas (Pequeñas),Vinhas (Pequenas),Лозы (Малые),Rampicanti (Piccoli),藤蔓（小）,藤蔓（小）,덩굴 (소형),Pnącza (Małe),Лози (Малі),Klimop (Klein),Sarmaşıklar (Küçük)
L_ACC_VINESLARGE,,Vines (Large),ツタ（大）,Ranken (Groß),Vignes (Grandes),Enredaderas (Grandes),Vinhas (Grande),Лианы (Большие),Rampicanti (Grandi),藤蔓（大）,藤蔓（大）,덩굴 (대형),Pnącza (Duże),Виноградні лози (Великі),Lianen (Groot),Sarmaşıklar (Büyük)
L_ACC_WOODCHUNK,,Wood Chunk,木の塊,Holzstück,Morceau de bois,Trozo de madera,Pedaço de Madeira,Кусок дерева,Pezzo di Legno,木塊,木块,나무 조각,Kawałek drewna,Шматок деревини,Houtstuk,Odun Parçası
L_ACC_BAOBAO,"This is the name of a pet. Bao Bao, as in dumpling.",Bao Bao,バオバオ,Bao Bao,Bao Bao,Bao Bao,Bao Bao,Бао Бао,Bao Bao,寶寶,宝宝,바오 바오,Bao Bao,Бао Бао,Bao Bao,Bao Bao
L_ACC_FUNBOX,This is the name of a pet.,Funbox,ファンボックス,Funbox,Funbox,Funbox,Funbox,Фанбокс,Funbox,趣味盒,趣味盒子,펀박스,Funbox,Веселобокс,Funbox,Eğlence Kutusu
L_ACC_IMPIMPINGTONJR.,,Imp Impington Jr.,インプ・インピントン・ジュニア,Imp Impington Jr.,Imp Impington Jr.,Diablillo Impington Jr.,Diabrete Impington Jr.,Бесёнок Импингтон Младший,Imp Impington Jr.,小惡魔英彬頓二世,小小鬼英普顿,임프 임핑턴 주니어,Imp Impington Jr.,Біс Імпінгтон Молодший,Kobold Koboldson Jr.,Cin Cington Jr.
L_ACC_WISPY,This is the name of a pet.,Wispy,幽霊のような,Nebelhaft,Éthéré,Etéreo,Etéreo,Призрачный,Etereo,縹緲,小鬼火,가냘픈,Zwiewny,Примарний,Nevelig,Hafif
L_ACC_MOYKKY,This is the name of a pet.,Moykky,モイッキー,Moykky,Moykky,Moykky,Moykky,Мойккю,Moykky,摩伊基,莫伊基,모이키,Moykky,Мойккі,Moykky,Moykky
L_ACC_LITTLEFAMILIAR,,Little Familiar,リトルファミリア,Kleiner Vertrauter,Petit Familier,Pequeño Familiar,Pequeno Familiar,Маленький фамильяр,Piccolo Famiglio,小魔寵,小使魔,작은 사역마,Mały Chowaniec,Маленький Фамільяр,Kleine Vertrouweling,Küçük Dost
L_ACC_PITGUMMY,This is a gummy candy version of a Pit Worm creature.,Pit Gummy,ピットグミ,Gruben-Gummi,Gomme du Gouffre,Gominola de Foso,Goma de Poço,Ямная Жвачка,Gomma della Fossa,坑洞軟糖,深坑软糖,구덩이 젤리,Guma z Dołu,Ямкова Желейка,Putgummi,Çukur Jölesi
L_ACC_SKULLY,This is the name of a pet.,Skully,スカリー,Skully,Skully,Skully,Skully,Скалли,Skully,骷髏頭,小骷髅,스컬리,Skully,Череп,Skully,Skully
L_ACC_VIVICHAN,This is the name of a pet.,Vivi Chan,ヴィヴィちゃん,Vivi Chan,Vivi Chan,Vivi Chan,Vivi Chan,Виви Чан,Vivi Chan,薇薇醬,薇薇酱,비비 챈,Vivi Chan,Віві Чан,Vivi Chan,Vivi Chan
L_ACC_WILO,This is the name of a pet.,Wilo,ウィロ,Wilo,Wilo,Wilo,Wilo,Вило,Wilo,威洛,阿柳,윌로,Wilo,Віло,Wilo,Wilo
L_ACC_SPECKLE,This is the name of a pet.,Speckle,スペックル,Sprenkel,Moucheture,Mota,Salpico,Крапинка,Macchia,斑點,点点,반점,Plamka,Цятка,Spikkel,Benek
L_ACC_TINYKOBOLDFRIEND,,Tiny Kobold Friend,ちっちゃなコボルドの友達,Winziger Kobold-Freund,Petit Ami Kobold,Pequeño Amigo Kobold,Pequeno Amigo Kobold,Крошечный Друг-Кобольд,Piccolo Amico Koboldo,小小狗頭人夥伴,小狗头人伙伴,작은 코볼트 친구,Malutki Przyjaciel Kobold,Крихітний Друг-Кобольд,Kleine Kobold Vriend,Minik Kobold Dost
L_ACC_FLAGSTRIPED,,Flag (Striped),旗（縞模様）,Flagge (Gestreift),Drapeau (Rayé),Bandera (A rayas),Bandeira (Listrada),Флаг (Полосатый),Bandiera (A strisce),旗幟（條紋）,旗（条纹）,깃발 (줄무늬),Flaga (Pasiasta),Прапор (Смугастий),Vlag (Gestreept),Bayrak (Çizgili)
L_ACC_CHINSTRAPBLACK,,Chinstrap (Black),チンストラップ（黒）,Kinnriemen (Schwarz),Mentonnière (Noir),Barboquejo (Negro),Chinstrap (Preto),Подбородочный ремень (Чёрный),Sottogola (Nero),帶帽企鵝（黑色）,帽带（黑）,턱끈 (검정),Pasek podbródkowy (Czarny),Підборідний ремінь (Чорний),Kinband (Zwart),Çenealtı (Siyah)
L_ACC_CHINSTRAPBLONDE,,Chinstrap (Blonde),チンストラップ（ブロンド）,Kinnriemen (Blond),Mentonnière (Blonde),Barbilla (Rubio),Queixeira (Loira),Подбородочный ремень (Блонд),Sottogola (Biondo),帶帶企鵝（金髮）,帽带（金）,턱끈 (금발),Pasek podbródkowy (Blond),Підборідний ремінь (Блонд),Kinriem (Blond),Çenealtı Kayışı (Sarışın)
L_ACC_CHINSTRAPBROWN,,Chinstrap (Brown),チンストラップ（茶色）,Kinnriemen (Braun),Mentonnière (Marron),Barboquejo (Marrón),Chinstrap (Marrom),Подбородочный ремень (Коричневый),Sottogola (Marrone),頦帶企鵝（棕色）,帽带（棕）,턱끈펭귄 (갈색),Pasek podbródkowy (Brązowy),Підборідний ремінь (Коричневий),Kinband (Bruin),Çenealtı (Kahverengi)
L_ACC_CHINSTRAPRED,,Chinstrap (Red),チンストラップ（赤）,Kinnriemen (Rot),Mentonnière (Rouge),Barboquejo (Rojo),Chinstrap (Vermelho),Подбородочный ремень (Красный),Sottogola (Rosso),帶帽企鵝（紅）,帽带（红）,턱끈 (빨강),Pasek podbródkowy (Czerwony),Підборідний ремінь (Червоний),Kinband (Rood),Çene Kayışı (Kırmızı)
L_ACC_CHINSTRAPWHITE,,Chinstrap (White),チンストラップ（白）,Kinnriemen (Weiß),Mentonnière (Blanche),Barboquejo (Blanco),Chinstrap (Branco),Подбородочный ремень (Белый),Sottogola (Bianco),白色帽帶企鵝,帽带（白）,턱끈 (흰색),Pasek podbródkowy (Biały),Підборідний ремінь (Білий),Kinband (Wit),Çenealtı (Beyaz)
L_ACC_FLUFFYBEARDBLACK,,Fluffy Beard (Black),ふわふわのひげ（黒）,Flauschiger Bart (Schwarz),Barbe Duveteuse (Noir),Barba Esponjosa (Negro),Barba Fofa (Preta),Пушистая Борода (Черная),Barba Soffice (Nero),蓬鬆鬍子（黑色）,蓬松胡须（黑）,복슬복슬한 수염 (검정),Puchata Broda (Czarna),Пухнаста Борода (Чорна),Pluizige Baard (Zwart),Kabarık Sakal (Siyah)
L_ACC_FLUFFYBEARDBLONDE,,Fluffy Beard (Blonde),ふわふわのひげ（ブロンド）,Flauschiger Bart (Blond),Barbe Duveteuse (Blonde),Barba Esponjosa (Rubia),Barba Fofa (Loira),Пушистая Борода (Блонд),Barba Soffice (Bionda),蓬鬆鬍鬚（金色）,蓬松胡须（金）,복슬복슬한 수염 (금발),Puszysty Zarost (Blond),Пухнаста Борода (Блонд),Pluizige Baard (Blond),Kabarık Sakal (Sarışın)
L_ACC_FLUFFYBEARDBROWN,,Fluffy Beard (Brown),ふわふわのひげ（茶色）,Flauschiger Bart (Braun),Barbe Duveteuse (Marron),Barba Esponjosa (Marrón),Barba Fofa (Marrom),Пушистая Борода (Коричневая),Barba Soffice (Marrone),蓬鬆鬍鬚（棕色）,蓬松胡须（棕）,복슬복슬한 수염 (갈색),Puchata Broda (Brązowa),Пухнаста борода (коричнева),Pluizige Baard (Bruin),Kabarık Sakal (Kahverengi)
L_ACC_FLUFFYBEARDRED,,Fluffy Beard (Red),ふわふわのひげ（赤）,Flauschiger Bart (Rot),Barbe Duveteuse (Rouge),Barba Esponjosa (Roja),Barba Fofa (Vermelha),Пушистая Борода (Красная),Barba Soffice (Rossa),蓬鬆鬍鬚（紅）,蓬松胡须（红）,복슬복슬한 수염 (빨강),Puszysty Zarost (Czerwony),Пухнаста Борода (Червона),Pluizige Baard (Rood),Kabarık Sakal (Kırmızı)
L_ACC_FLUFFYBEARDWHITE,,Fluffy Beard (White),ふわふわのひげ（白）,Flauschiger Bart (Weiß),Barbe Duveteuse (Blanche),Barba Esponjosa (Blanca),Barba Fofa (Branca),Пушистая Борода (Белая),Barba Soffice (Bianca),蓬鬆鬍鬚（白色）,蓬松胡须（白）,복슬복슬한 수염 (하얀색),Puszysty Zarost (Biały),Пухнаста Борода (Біла),Pluizige Baard (Wit),Kabarık Sakal (Beyaz)
L_ACC_GOATEEBLACK,,Goatee (Black),ヤギひげ（黒）,Ziegenbart (Schwarz),Barbichette (Noire),Perilla (Negro),Cavanhaque (Preto),Козлиная бородка (Чёрная),Barba a punta (Nera),山羊鬍 (黑色),山羊胡（黑）,턱수염 (검정),Kozia bródka (Czarna),Борідка (Чорна),Sik (Zwart),Keçi Sakalı (Siyah)
L_ACC_GOATEEBLONDE,,Goatee (Blonde),ヤギひげ（ブロンド）,Spitzbart (Blond),Barbichette (Blonde),Perilla (Rubio),Cavanhaque (Loiro),Козлиная бородка (Блонд),Pizzetto (Biondo),山羊鬍（金色）,山羊胡（金）,턱수염 (금발),Kozia bródka (Blond),Борідка (Блонд),Sik (Blond),Keçi Sakalı (Sarışın)
L_ACC_GOATEEBROWN,,Goatee (Brown),ヤギひげ（茶色）,Ziegenbart (Braun),Barbichette (Marron),Perilla (Marrón),Cavanhaque (Marrom),Козлиная бородка (Коричневая),Pizzetto (Marrone),山羊鬍 (棕色),山羊胡（棕）,염소수염 (갈색),Kozia bródka (brązowa),Борідка (Коричнева),Sik (Bruin),Keçi Sakalı (Kahverengi)
L_ACC_GOATEERED,,Goatee (Red),ヤギひげ（赤）,Ziegenbart (Rot),Barbichette (Rouge),Perilla (Roja),Cavanhaque (Vermelho),Козлиная бородка (Красная),Pizzetto (Rosso),山羊鬍 (紅),山羊胡（红）,염소수염 (빨강),Kozia bródka (Czerwona),Борідка (Червона),Sik (Rood),Keçi Sakalı (Kırmızı)
L_ACC_GOATEEWHITE,,Goatee (White),ヤギヒゲ（白）,Spitzbart (Weiß),Barbichette (Blanche),Perilla (Blanca),Cavanhaque (Branco),Козлиная бородка (Белая),Pizzetto (Bianco),山羊鬍（白色）,山羊胡（白）,턱수염 (흰색),Kozia bródka (Biała),Борідка (Біла),Sik (Wit),Keçi Sakalı (Beyaz)
