action_token,file,row,english_count,german_count,english,german
{ACTION_cast},perks.csv,1043,1,1,"At the start of each enemy's turn, they have a 25% chance to {ACTION_cast} [icons,1972]Minor Healing on themselves.","Zu Beginn jedes Zuges eines Gegners besteht eine 25% Chance, dass sie {ACTION_cast} [icons,1972]Kleine Heilung auf sich selbst wirken."
{ACTION_casts},perks.csv,1045,1,1,"After an enemy {ACTION_casts} a healing spell, each of your creatures have a 5% chance to {ACTION_cast} [icons,1984]Shadow Crash.","Nachdem ein Feind einen Heilzauber {ACTION_casts}, hat jede deiner Kreaturen eine 5% Chance, [icons,1984]Schattencrash zu {ACTION_cast}."
{ACTION_cast},perks.csv,1045,1,1,"After an enemy {ACTION_casts} a healing spell, each of your creatures have a 5% chance to {ACTION_cast} [icons,1984]Shadow Crash.","Nachdem ein Feind einen Heilzauber {ACTION_casts}, hat jede deiner Kreaturen eine 5% Chance, [icons,1984]Schattencrash zu {ACTION_cast}."
{ACTION_attack},perks.csv,1073,1,1,"The first 3 times your creatures are resurrected, they {ACTION_attack} random enemies 1, 2, and 3 times.","Die ersten 3 Male, wenn deine Kreaturen wiederbelebt werden, {ACTION_attack} sie zufällige Feinde 1, 2 und 3 Mal."
{ACTION_cast},perks.csv,1075,1,1,"The first 3 times your creatures are resurrected, they {ACTION_cast} their spells at random 1, 2, and 3 times.","Die ersten 3 Male, wenn deine Kreaturen wiederbelebt werden, {ACTION_cast} sie ihre Zauber zufällig 1, 2 und 3 Mal."
{ACTION_cast},perks.csv,1109,1,1,"After your creatures' Greater Demons go away, they {ACTION_cast} a powerful spell depending on which Greater Demon went away.","Nachdem die Großen Dämonen deiner Kreaturen verschwinden, {ACTION_cast} sie einen mächtigen Zauber, abhängig davon, welcher Große Dämon verschwunden ist."
{ACTION_attack},perks.csv,1143,1,1,"After your creatures {ACTION_attack}, they {ACTION_cast} [icons,1968]Pyroburst on the target.","Nachdem deine Kreaturen {ACTION_attack}, {ACTION_cast} sie [icons,1968]Feuerexplosion auf das Ziel."
{ACTION_cast},perks.csv,1143,1,1,"After your creatures {ACTION_attack}, they {ACTION_cast} [icons,1968]Pyroburst on the target.","Nachdem deine Kreaturen {ACTION_attack}, {ACTION_cast} sie [icons,1968]Feuerexplosion auf das Ziel."
{ACTION_cast},perks.csv,1147,1,1,"At the start of your creatures' turns, they have a 20% chance to {ACTION_cast} [icons,1976]Explosive Arrow on a random enemy.","Zu Beginn der Züge deiner Kreaturen haben sie eine 20% Chance, [icons,1976]Explosiver Pfeil auf einen zufälligen Gegner zu {ACTION_cast}."
{ACTION_cast},perks.csv,1151,1,1,"After your creatures are killed, they {ACTION_cast} [icons,1984]Corpse Explosion.","Nachdem deine Kreaturen getötet wurden, {ACTION_cast} sie [icons,1984]Leichenexplosion."
{ACTION_cast},perks.csv,1175,2,2,"After your creatures manually {ACTION_cast} an {SPELL_equipment}, they {ACTION_cast} a Living Lance spell. The type of Living Lance spell is based on the caster's class.","Nachdem deine Kreaturen manuell ein {SPELL_equipment} {ACTION_cast}, {ACTION_cast} sie einen Zauber der Lebenden Lanze. Die Art des Zaubers der Lebenden Lanze richtet sich nach der Klasse des Zauberwirkers."
{ACTION_cast},perks.csv,1177,1,1,Your creatures' {SPELL_equipment}s are 5% more potent for each time they've {ACTION_cast} an {SPELL_equipment} in the current battle.,"Deine Kreaturen {SPELL_equipment}s sind 5% wirksamer für jedes Mal, wenn sie ein {SPELL_equipment} im aktuellen Kampf {ACTION_cast} haben."
{ACTION_attack},perks.csv,1181,1,1,"After your creatures manually {ACTION_cast} an {SPELL_equipment}, they {ACTION_attack} a random enemy for 50% more damage.","Nachdem deine Kreaturen manuell ein {SPELL_equipment} {ACTION_cast}, {ACTION_attack} sie einen zufälligen Gegner für 50% mehr Schaden."
{ACTION_cast},perks.csv,1181,1,1,"After your creatures manually {ACTION_cast} an {SPELL_equipment}, they {ACTION_attack} a random enemy for 50% more damage.","Nachdem deine Kreaturen manuell ein {SPELL_equipment} {ACTION_cast}, {ACTION_attack} sie einen zufälligen Gegner für 50% mehr Schaden."
{ACTION_provoke},perks.csv,1187,1,1,"After your creatures {ACTION_provoke}, their [temporary] Ethereal Spell Gems are transformed into random {SPELL_equipment}s.","Nachdem deine Kreaturen {ACTION_provoke}, werden ihre [temporary] Ätherischen Zaubersteine in zufällige {SPELL_equipment}s verwandelt."
{ACTION_cast},perks.csv,1195,1,1,"At the end of your creatures' turns, each of their {SPELL_equipment}s have a 5% chance to be {ACTION_cast}.","Am Ende der Züge deiner Kreaturen hat jede ihrer {SPELL_equipment} eine Chance von 5%, {ACTION_cast} zu werden."
{ACTION_cast},perks.csv,1199,1,1,Your creatures' {SPELL_alcohol}s have a 100% increased chance to be {ACTION_cast}.,"Deine Kreaturen {SPELL_alcohol}s haben eine um 100% erhöhte Chance, {ACTION_cast} zu werden."
{ACTION_cast},perks.csv,1205,2,2,Your creatures {ACTION_cast} 1 additional time (up to 3) for every 5 {SPELL_alcohol}s they've {ACTION_cast} in the current battle.,"Deine Kreaturen {ACTION_cast} 1 zusätzliches Mal (bis zu 3) für jeweils 5 {SPELL_alcohol}s, die sie in der aktuellen Schlacht {ACTION_cast} haben."
{ACTION_attack},perks.csv,1207,1,1,"After your creatures manually {ACTION_cast} a {SPELL_alcohol}, they have a 50% chance to {ACTION_cast} a random spell. Otherwise, they {ACTION_attack} a random enemy.","Nachdem deine Kreaturen manuell {ACTION_cast} einen {SPELL_alcohol}, haben sie eine 50% Chance, einen zufälligen Zauber zu {ACTION_cast}. Andernfalls {ACTION_attack} sie einen zufälligen Feind."
{ACTION_cast},perks.csv,1207,2,2,"After your creatures manually {ACTION_cast} a {SPELL_alcohol}, they have a 50% chance to {ACTION_cast} a random spell. Otherwise, they {ACTION_attack} a random enemy.","Nachdem deine Kreaturen manuell {ACTION_cast} einen {SPELL_alcohol}, haben sie eine 50% Chance, einen zufälligen Zauber zu {ACTION_cast}. Andernfalls {ACTION_attack} sie einen zufälligen Feind."
{ACTION_attack},perks.csv,1215,1,1,Your creatures {ACTION_attack} 1 additional time (up to 3) for every 5 {SPELL_alcohol}s they've {ACTION_cast} in the current battle.,"Deine Kreaturen {ACTION_attack} 1 zusätzliches Mal (bis zu 3) für jeweils 5 {SPELL_alcohol}s, die sie in der aktuellen Schlacht {ACTION_cast} haben."
{ACTION_cast},perks.csv,1215,1,1,Your creatures {ACTION_attack} 1 additional time (up to 3) for every 5 {SPELL_alcohol}s they've {ACTION_cast} in the current battle.,"Deine Kreaturen {ACTION_attack} 1 zusätzliches Mal (bis zu 3) für jeweils 5 {SPELL_alcohol}s, die sie in der aktuellen Schlacht {ACTION_cast} haben."
{ACTION_cast},perks.csv,1217,1,1,Your creatures' {SPELL_alcohol}s also have a chance to be {ACTION_cast} at the start of the equipped creatures' turns.,"Die {SPELL_alcohol}s deiner Kreaturen haben auch eine Chance, zu Beginn der Züge der ausgerüsteten Kreaturen {ACTION_cast} zu werden."
{ACTION_cast},perks.csv,1219,1,1,Your creatures can {ACTION_cast} {SPELL_alcohol}s manually.,Deine Kreaturen können {ACTION_cast} {SPELL_alcohol}s manuell ausführen.
{ACTION_cast},perks.csv,1221,1,1,Your creatures deal 3% more damage for each time they've {ACTION_cast} an {SPELL_alcohol} in the current battle.,"Deine Kreaturen verursachen 3% mehr Schaden für jedes Mal, wenn sie ein {SPELL_alcohol} im aktuellen Kampf {ACTION_cast} haben."
{ACTION_cast},perks.csv,1239,1,1,"Your creatures with {CONDNAME_BUFF_ARCANE} {ACTION_cast} spells as if they have 100% more {STAT_intelligence}, but take damage as if they have 0 {STAT_defense}.","Deine Kreaturen mit {CONDNAME_BUFF_ARCANE} {ACTION_cast} Zauber, als hätten sie 100% mehr {STAT_intelligence}, erleiden aber Schaden, als hätten sie 0 {STAT_defense}."
{ACTION_cast},perks.csv,1245,1,1,"Enemies with {CONDNAME_DEBUFF_BLIND} can only {ACTION_cast} single-target spells manually in non-boss battles, and have a 20% chance for their spells to fizzle in boss battles.","Gegner mit {CONDNAME_DEBUFF_BLIND} können in Nicht-Boss-Kämpfen nur manuell Einzelziel-Zauber {ACTION_cast}, und in Boss-Kämpfen besteht eine 20% Chance, dass ihre Zauber fehlschlagen."
{ACTION_attack},perks.csv,1255,1,1,"After your creatures {ACTION_attack} an enemy that is {ACTION_defending} or if the enemy dodges, they {ACTION_cast} one of their spells that interacts with debuffs on the enemy. This perk can only activate once per creature per turn.","Nachdem deine Kreaturen einen Feind {ACTION_attack}, der {ACTION_defending} ist, oder wenn der Feind ausweicht, {ACTION_cast} sie einen ihrer Zauber, der mit Debuffs auf dem Feind interagiert. Dieser Talent kann nur einmal pro Kreatur pro Runde aktiviert werden."
{ACTION_cast},perks.csv,1255,1,1,"After your creatures {ACTION_attack} an enemy that is {ACTION_defending} or if the enemy dodges, they {ACTION_cast} one of their spells that interacts with debuffs on the enemy. This perk can only activate once per creature per turn.","Nachdem deine Kreaturen einen Feind {ACTION_attack}, der {ACTION_defending} ist, oder wenn der Feind ausweicht, {ACTION_cast} sie einen ihrer Zauber, der mit Debuffs auf dem Feind interagiert. Dieser Talent kann nur einmal pro Kreatur pro Runde aktiviert werden."
{ACTION_defending},perks.csv,1255,1,1,"After your creatures {ACTION_attack} an enemy that is {ACTION_defending} or if the enemy dodges, they {ACTION_cast} one of their spells that interacts with debuffs on the enemy. This perk can only activate once per creature per turn.","Nachdem deine Kreaturen einen Feind {ACTION_attack}, der {ACTION_defending} ist, oder wenn der Feind ausweicht, {ACTION_cast} sie einen ihrer Zauber, der mit Debuffs auf dem Feind interagiert. Dieser Talent kann nur einmal pro Kreatur pro Runde aktiviert werden."
{ACTION_casts},perks.csv,1269,1,1,"The first time your {RACE_Guardian} or adjacent allies are killed, they are resurrected with 50% {STAT_health} and your {RACE_Guardian} {ACTION_casts} [icons,1976] Chrysalis on them.","Das erste Mal, wenn dein {RACE_Guardian} oder angrenzende Verbündete getötet werden, werden sie mit 50% {STAT_health} wiederbelebt und dein {RACE_Guardian} {ACTION_casts} [icons,1976]Chrysalis auf sie."
{ACTION_cast},perks.csv,1281,1,1,"At the start of your creatures' first turns, they {ACTION_cast} [icons,1972]Words of Encouragement on themselves.","Zu Beginn der ersten Runde deiner Kreaturen {ACTION_cast} sie [icons,1972]Ermutigende Worte auf sich selbst."
{ACTION_casts},perks.csv,1285,1,1,"After your creatures reach the bottom of the {TIMELINE}, your {RACE_Guardian} {ACTION_casts} [icons,1972]Words of Encouragement on them.","Nachdem deine Kreaturen das Ende der {TIMELINE} erreichen, {ACTION_casts} dein {RACE_Guardian} [icons,1972]Ermutigende Worte auf sie."
{ACTION_cast},perks.csv,1291,1,1,"At the start of each creature's turn, if your {RACE_Guardian} has at least 500% of the {STAT_defense} it started the battle with, all creatures {ACTION_cast} [icons,1972]Words of Encouragement on your {RACE_Guardian} and they take damage equal to 100% of their {CONDNAME_DEBUFF_MANIA} debuff's potency. This effect can only happen once per battle.","Zu Beginn des Zuges jeder Kreatur, wenn dein {RACE_Guardian} mindestens 500% der {STAT_defense} hat, mit der er den Kampf begonnen hat, {ACTION_cast} alle Kreaturen [icons,1972]Ermutigende Worte auf deinen {RACE_Guardian} und sie erleiden Schaden in Höhe von 100% der Effektstärke ihres {CONDNAME_DEBUFF_MANIA}-Debuffs. Dieser Effekt kann nur einmal pro Kampf eintreten."
{ACTION_attacked},perks.csv,1303,1,1,Your creatures take 5% less damage for each time their Relic has {ACTION_attacked} or {ACTION_cast}.,"Deine Kreaturen erleiden 5% weniger Schaden für jedes Mal, wenn ihre Reliquie {ACTION_attacked} oder {ACTION_cast} hat."
{ACTION_cast},perks.csv,1303,1,1,Your creatures take 5% less damage for each time their Relic has {ACTION_attacked} or {ACTION_cast}.,"Deine Kreaturen erleiden 5% weniger Schaden für jedes Mal, wenn ihre Reliquie {ACTION_attacked} oder {ACTION_cast} hat."
{ACTION_attacks},spells.csv,5,1,1,Caster {ACTION_attacks} random enemies once for each turn the caster has taken in the current battle. Maximum of 10 attacks.,"Zauberwirker {ACTION_attacks} zufällige Gegner einmal für jede Runde, die der Zauberwirker in der aktuellen Schlacht absolviert hat. Maximal 10 Angriffe."
{ACTION_defending},spells.csv,101,1,1,"Target takes a small amount of damage, or massive damage if the target is {ACTION_defending}.","Ziel erleidet geringen Schaden oder massiven Schaden, wenn das Ziel {ACTION_defending} ist."
{ACTION_casts},spells.csv,135,1,1,Enemies take a small amount of damage. This spell {ACTION_casts} a number of times equal to the number of enemies that are afflicted with {CONDNAME_DEBUFF_BURNED}.,"Feinde erleiden eine geringe Menge Schaden. Dieser Zauber {ACTION_casts} so oft wie die Anzahl der Feinde, die von {CONDNAME_DEBUFF_BURNED} betroffen sind."
{ACTION_attacks},spells.csv,145,1,1,Target {ACTION_attacks} random enemy creatures 3 times. Each attack deals 25% normal damage.,Ziel {ACTION_attacks} zufällige feindliche Kreaturen 3 Mal. Jeder Angriff verursacht 25% des normalen Schadens.
{ACTION_defend},spells.csv,159,1,1,Your creatures {ACTION_defend}.,Deine Kreaturen {ACTION_defend}.
{ACTION_attacks},spells.csv,201,1,1,Target {ACTION_attacks} a random enemy for 200% normal damage.,Ziel {ACTION_attacks} einen zufälligen Gegner für 200% normalen Schaden.
{ACTION_provoking},spells.csv,215,1,1,"Target takes a small amount of damage, or massive damage if the target is {ACTION_provoking}.","Ziel erleidet geringen Schaden oder massiven Schaden, wenn das Ziel {ACTION_provoking} ist."
{ACTION_attacks},spells.csv,239,1,1,Target {ACTION_attacks} one of its allies.,Ziel {ACTION_attacks} einen seiner Verbündeten.
{ACTION_attacks},spells.csv,245,1,1,Target {ACTION_attacks} itself for 50% normal damage.,Ziel {ACTION_attacks} sich selbst für 50% des normalen Schadens.
{ACTION_attack},spells.csv,283,1,1,Each of your creatures {ACTION_attack} a random enemy for 50% normal damage.,Jedes deiner Kreaturen {ACTION_attack} einen zufälligen Gegner für 50% des normalen Schadens.
{ACTION_defends},spells.csv,295,1,1,"Target gains {CONDNAME_BUFF_PROTECT} and {CONDNAME_BUFF_WARD}. Then, it {ACTION_defends}.",Ziel erhält {CONDNAME_BUFF_PROTECT} und {CONDNAME_BUFF_WARD}. Dann {ACTION_defends} es.
{ACTION_attacks},spells.csv,301,1,1,Target {ACTION_attacks} a random enemy for 200% normal damage.,Ziel {ACTION_attacks} einen zufälligen Gegner für 200% normalen Schaden.
{ACTION_defending},spells.csv,309,1,1,Enemies are no longer {ACTION_defending} or {ACTION_provoking}.,Feinde sind nicht mehr {ACTION_defending} oder {ACTION_provoking}.
{ACTION_provoking},spells.csv,309,1,1,Enemies are no longer {ACTION_defending} or {ACTION_provoking}.,Feinde sind nicht mehr {ACTION_defending} oder {ACTION_provoking}.
{ACTION_provokes},spells.csv,311,1,1,Target gains a moderate amount of {STAT_defense} and it {ACTION_provokes}.,Ziel erhält eine moderate Menge an {STAT_defense} und es {ACTION_provokes}.
{ACTION_attacks},spells.csv,323,1,1,"Target {ACTION_attacks} the caster 3 times for 5% normal damage. These attacks cannot be dodged, and always deal at least 1 damage.",Ziel {ACTION_attacks} den Zauberwirker 3 Mal für 5% normalen Schaden. Diese Angriffe können nicht ausgewichen werden und verursachen immer mindestens 1 Schaden.
{ACTION_cast},spells.csv,399,1,1,Target executes its start-of-turn effects and increases the number of turns it has taken by 1. This spell can only ever target 1 creature and can only be {ACTION_cast} once at a time.,"Ziel führt seine Effekte zum Zugbeginn aus und erhöht die Anzahl der Züge, die es genommen hat, um 1. Dieser Zauber kann immer nur 1 Kreatur als Ziel haben und kann nur einmal gleichzeitig {ACTION_cast} werden."
{ACTION_defends},spells.csv,499,1,1,"Caster gains a random trait. This spell cannot be cast manually, but has a 50% chance to cast when the caster {ACTION_defends} or {ACTION_provokes}.","Der Zaubernde erhält ein zufälliges Merkmal. Dieser Zauber kann nicht manuell gewirkt werden, hat aber eine 50% Chance, ausgelöst zu werden, wenn der Zaubernde {ACTION_defends} oder {ACTION_provokes}."
{ACTION_provokes},spells.csv,499,1,1,"Caster gains a random trait. This spell cannot be cast manually, but has a 50% chance to cast when the caster {ACTION_defends} or {ACTION_provokes}.","Der Zaubernde erhält ein zufälliges Merkmal. Dieser Zauber kann nicht manuell gewirkt werden, hat aber eine 50% Chance, ausgelöst zu werden, wenn der Zaubernde {ACTION_defends} oder {ACTION_provokes}."
{ACTION_cast},spells.csv,509,2,2,"Each of the caster's other, permanent Spell Gems have a 30% chance to be {ACTION_cast}. Maximum of 3 spells can be {ACTION_cast}.","Jeder andere, permanente Zauberstein des Zauberwirkers hat eine 30% Chance, {ACTION_cast} zu werden. Maximal 3 Zauber können {ACTION_cast} werden."
{ACTION_provokes},spells.csv,561,1,1,Target {ACTION_provokes}.,Ziel {ACTION_provokes}.
{ACTION_attack},spells.csv,571,1,1,Each of your creatures {ACTION_attack} an enemy for 50% normal damage. Each creature targets an enemy in their corresponding position.,Jede deiner Kreaturen {ACTION_attack} einen Gegner für 50% des normalen Schadens. Jede Kreatur zielt auf einen Gegner in ihrer entsprechenden Position.
{ACTION_attacks},spells.csv,589,1,1,"Caster {ACTION_attacks} each enemy 2 times, and your creatures gain 10% {STAT_speed} for each attack. This spell is an {SPELL_ultimate}.","Zauberer {ACTION_attacks} jeden Feind 2 Mal, und deine Kreaturen erhalten 10% {STAT_speed} für jeden Angriff. Dieser Zauber ist ein {SPELL_ultimate}."
{ACTION_cast},spells.csv,603,1,1,Enemies take a small amount of damage multiplied by the number of times your creatures have {ACTION_cast} a spell in the current battle. This spell is an {SPELL_ultimate}.,"Feinde erleiden einen geringen Schaden, multipliziert mit der Anzahl der Male, die deine Kreaturen in der aktuellen Schlacht einen Zauber {ACTION_cast} haben. Dieser Zauber ist ein {SPELL_ultimate}."
{ACTION_casts},spells.csv,611,1,1,The caster {ACTION_casts} 3 of the target's Spell Gems in your favor.,Der Zaubernde {ACTION_casts} 3 der Zaubersteine des Ziels zu deinen Gunsten.
{ACTION_attack},spells.csv,615,1,1,Enemies with {CONDNAME_DEBUFF_CURSED} {ACTION_attack} their allies at random.,Feinde mit {CONDNAME_DEBUFF_CURSED} {ACTION_attack} zufällig ihre Verbündeten.
{ACTION_defended},spells.csv,619,1,1,"Enemies take a small amount of damage, plus 10% more damage for each time the caster has {ACTION_defended} and {ACTION_provoked} in the current battle.","Feinde erleiden einen geringen Schaden, plus 10% mehr Schaden für jedes Mal, wenn der Zauberwirker in der aktuellen Schlacht {ACTION_defended} und {ACTION_provoked} hat."
{ACTION_provoked},spells.csv,619,1,1,"Enemies take a small amount of damage, plus 10% more damage for each time the caster has {ACTION_defended} and {ACTION_provoked} in the current battle.","Feinde erleiden einen geringen Schaden, plus 10% mehr Schaden für jedes Mal, wenn der Zauberwirker in der aktuellen Schlacht {ACTION_defended} und {ACTION_provoked} hat."
{ACTION_defends},spells.csv,623,1,1,"Target gains a small amount of {STAT_defense}. Then, it {ACTION_defends} and {ACTION_provokes}.",Ziel erhält eine kleine Menge an {STAT_defense}. Dann {ACTION_defends} es und {ACTION_provokes}.
{ACTION_provokes},spells.csv,623,1,1,"Target gains a small amount of {STAT_defense}. Then, it {ACTION_defends} and {ACTION_provokes}.",Ziel erhält eine kleine Menge an {STAT_defense}. Dann {ACTION_defends} es und {ACTION_provokes}.
{ACTION_casts},spells.csv,631,1,1,Caster {ACTION_casts} 2 of its permanent Spell Gems. This spell is a {SPELL_alcohol}.,Zauberer {ACTION_casts} 2 seiner permanenten Zaubersteine. Dieser Zauber ist ein {SPELL_alcohol}.
{ACTION_attack},spells.csv,633,1,1,All the creatures on the battlefield {ACTION_attack} themselves. This spell is a {SPELL_alcohol}.,Alle Kreaturen auf dem Schlachtfeld {ACTION_attack} sich selbst. Dieser Zauber ist ein {SPELL_alcohol}.
{ACTION_cast},spells.csv,635,1,1,One of your creatures is moved to the top of the {TIMELINE}. This spell can only ever target 1 creature and can only be {ACTION_cast} once at a time. This spell is a {SPELL_alcohol}.,Eine deiner Kreaturen wird an die Spitze der {TIMELINE} verschoben. Dieser Zauber kann immer nur 1 Kreatur als Ziel haben und kann nur einmal gleichzeitig {ACTION_cast} werden. Dieser Zauber ist ein {SPELL_alcohol}.
{ACTION_attacks},spells.csv,637,1,1,The enemy with the highest {STAT_attack} {ACTION_attacks} one of its allies for 200% normal damage. This spell is a {SPELL_alcohol}.,Der Feind mit dem höchsten {STAT_attack} {ACTION_attacks} einen seiner Verbündeten mit 200% des normalen Schadens. Dieser Zauber ist ein {SPELL_alcohol}.
{ACTION_attack},spells.csv,639,1,1,"Your creatures with {CONDNAME_BUFF_SPLASH} {ACTION_attack} random enemies. Otherwise, they gain {CONDNAME_BUFF_SPLASH}. This spell is a {SPELL_alcohol}.",Deine Kreaturen mit {CONDNAME_BUFF_SPLASH} {ACTION_attack} zufällige Feinde. Andernfalls erhalten sie {CONDNAME_BUFF_SPLASH}. Dieser Zauber ist ein {SPELL_alcohol}.
{ACTION_casts},spells.csv,647,1,1,Caster {ACTION_casts} the Spell Gem in its Artifact's Spell Slot. This spell is a {SPELL_alcohol}.,Zaubernde {ACTION_casts} den Zauberstein im Zauberplatz des Artefakts. Dieser Zauber ist ein {SPELL_alcohol}.
{ACTION_attacks},spells.csv,653,1,1,Target {ACTION_attacks} a random enemy for 300% normal damage. This spell is a {SPELL_alcohol}.,Ziel {ACTION_attacks} einen zufälligen Gegner für 300% normalen Schaden. Dieser Zauber ist ein {SPELL_alcohol}.
{ACTION_casts},spells.csv,659,1,1,Caster {ACTION_casts} 3 random Arrow spells. This spell is an {SPELL_equipment}.,Zauberer {ACTION_casts} 3 zufällige Pfeil-Zauber. Dieser Zauber ist ein {SPELL_equipment}.
{ACTION_cast},spells.csv,663,1,1,"Target takes a large amount of damage, plus 25% more damage for each {SPELL_equipment} spell the caster has {ACTION_cast} in the current battle. This spell is an {SPELL_equipment}.","Ziel erleidet eine große Menge Schaden, plus 25% mehr Schaden für jeden {SPELL_equipment}-Zauber, den der Zauberwirker im aktuellen Kampf {ACTION_cast} hat. Dieser Zauber ist ein {SPELL_equipment}."
{ACTION_attack},spells.csv,729,1,1,Creatures to the left and right of the target {ACTION_attack} the target.,Kreaturen links und rechts vom Ziel {ACTION_attack} das Ziel.
{ACTION_casts},spells.csv,777,1,1,"Target gains {CONDNAME_BUFF_ARCANE}. If it already has {CONDNAME_BUFF_ARCANE}, it {ACTION_casts} a permanent Spell Gem.","Ziel erhält {CONDNAME_BUFF_ARCANE}. Falls es bereits {CONDNAME_BUFF_ARCANE} hat, {ACTION_casts} es einen permanenten Zauberstein."
{ACTION_attack},spells.csv,781,1,1,Enemies that are afflicted with {CONDNAME_DEBUFF_CONFUSED} {ACTION_attack} one of their allies.,"Feinde, die von {CONDNAME_DEBUFF_CONFUSED} betroffen sind, {ACTION_attack} einen ihrer Verbündeten."
{ACTION_attacks},spells.csv,821,1,1,Caster {ACTION_attacks} random enemies 3 times. Each attack deals 15% normal damage.,Zauberwirker {ACTION_attacks} zufällige Gegner 3 Mal. Jeder Angriff verursacht 15% normalen Schaden.
{ACTION_casts},spells.csv,853,1,1,Enemies take a small amount of damage and the caster {ACTION_casts} 5 random Arrow spells. This spell is an {SPELL_ultimate}.,Gegner erleiden einen geringen Schaden und der Zaubernde {ACTION_casts} 5 zufällige Pfeilzauber. Dieser Zauber ist ein {SPELL_ultimate}.
{ACTION_cast},spells.csv,857,1,1,"Enemies take a moderate amount of damage, plus 30% for each time this spell has been {ACTION_cast} in the current battle. This spell is an {SPELL_ultimate}.","Feinde erleiden eine moderate Menge Schaden, plus 30% für jedes Mal, wenn dieser Zauber im aktuellen Kampf {ACTION_cast} wurde. Dieser Zauber ist ein {SPELL_ultimate}."
{ACTION_cast},spells.csv,883,1,1,"Your creatures {ACTION_cast} one of their spells, plus 1 additional spell for each Sorcery Infusion you have.","Deine Kreaturen {ACTION_cast} einen ihrer Zauber, plus 1 zusätzlichen Zauber für jede Magie-Infusion, die du besitzt."
{ACTION_attacked},spells.csv,887,1,1,"Target takes a small amount of damage, plus 5% more damage for each time your creatures have {ACTION_attacked} in the current battle.","Ziel erleidet einen geringen Schaden, plus 5% mehr Schaden für jedes Mal, wenn deine Kreaturen in der aktuellen Schlacht {ACTION_attacked} haben."
{ACTION_cast},spells.csv,889,1,1,"Enemies take a small amount of damage, plus 20% more damage for each time enemies have {ACTION_cast} a spell in the current battle.","Feinde erleiden einen geringen Schaden, plus 20% mehr Schaden für jedes Mal, wenn Feinde im aktuellen Kampf einen Zauber {ACTION_cast} haben."
{ACTION_attacks},spells.csv,905,1,1,"Target {ACTION_attacks} random enemies 3 times for 200% normal damage. Then, it dies.",Ziel {ACTION_attacks} zufällige Gegner 3 Mal für 200% normalen Schaden. Danach stirbt es.
{ACTION_cast},spells.csv,919,1,1,Your creatures {ACTION_cast} one of their spells that interact with minions.,"Deine Kreaturen {ACTION_cast} einen ihrer Zauber, die mit Dienern interagieren."
{ACTION_attacked},spells.csv,933,1,1,"Target takes a small amount of damage, plus 10% damage for each time it has {ACTION_attacked} or {ACTION_cast} a spell in the current battle.","Ziel erleidet einen geringen Schaden, plus 10% Schaden für jedes Mal, wenn es im aktuellen Kampf {ACTION_attacked} oder einen Zauber {ACTION_cast} hat."
{ACTION_cast},spells.csv,933,1,1,"Target takes a small amount of damage, plus 10% damage for each time it has {ACTION_attacked} or {ACTION_cast} a spell in the current battle.","Ziel erleidet einen geringen Schaden, plus 10% Schaden für jedes Mal, wenn es im aktuellen Kampf {ACTION_attacked} oder einen Zauber {ACTION_cast} hat."
{ACTION_cast},spells.csv,975,1,1,Random enemies take a moderate amount of damage. The number of enemies that take damage is equal to the number of times this Spell Gem has been {ACTION_cast} in the current battle.,"Zufällige Gegner erleiden moderaten Schaden. Die Anzahl der Gegner, die Schaden erleiden, entspricht der Anzahl, wie oft dieser Zauberstein in der aktuellen Schlacht {ACTION_cast} wurde."
{ACTION_casts},spells.csv,979,1,1,Caster {ACTION_casts} the Spell Gem in the target's Artifact's Spell Slot. This spell is even more impressive if you manage to read its description ten times fast out loud.,"Zauberwirker {ACTION_casts} das Zauberstein in den Zauberplatz des Artefakts des Ziels. Dieser Zauber ist noch beeindruckender, wenn du es schaffst, seine Beschreibung zehnmal schnell hintereinander laut vorzulesen."
{ACTION_cast},spells.csv,1001,1,1,"Target takes a large amount of damage, plus 5% more damage for each time the caster has {ACTION_cast} a spell in the current battle.","Ziel erleidet eine große Menge Schaden, plus 5% mehr Schaden für jedes Mal, wenn der Zaubernde in der aktuellen Schlacht einen Zauber {ACTION_cast} hat."
{ACTION_attacked},spells.csv,1003,1,1,"Target takes a large amount of damage, plus 5% more damage for each time the caster has {ACTION_attacked} in the current battle.","Ziel erleidet eine große Menge Schaden, plus 5% mehr Schaden für jedes Mal, wenn der Zauberwirker in der aktuellen Schlacht {ACTION_attacked} hat."
{ACTION_attacks},spells.csv,1011,1,1,"Target gains a massive amount of {STAT_attack}. At the start of its next turn, it {ACTION_attacks} a random enemy.",Ziel erhält eine massive Menge an {STAT_attack}. Zu Beginn seines nächsten Zuges {ACTION_attacks} es einen zufälligen Gegner.
{ACTION_casts},spells.csv,1013,1,1,"At the start of the target's next turn, it {ACTION_casts} its top-most Spell Gem twice.",Zu Beginn des nächsten Zuges des Ziels {ACTION_casts} es seinen obersten Zauberstein zweimal.
{ACTION_casts},spells.csv,1019,1,1,Caster {ACTION_casts} 2 of its other spells.,Zauberwirker {ACTION_casts} 2 seiner anderen Zauber.
{ACTION_casts},spells.csv,1021,1,1,Caster {ACTION_casts} one of its spells from each class.,Zauberwirker {ACTION_casts} einen seiner Zauber aus jeder Klasse.
