line,english,german,issues,reviewed,replacement
245,Enemies gain a copy of your creatures' Spell Gems at the start of battle.,Feinde erhalten zu Beginn des Kampfes eine Kopie der Zauber-Edelsteine deiner Kreaturen.,TERM:Spell Gems->Zaubersteine,,
246,Enemies start battles with an additional number of traits.,Feinde beginnen Kämpfe mit einer zusätzlichen Anzahl an Eigenschaften.,TERM:Traits->Merkmale,,
273,Enemies start battles with the specified minion.,Feinde beginnen Kämpfe mit dem angegebenen Handlanger.,TERM:Minion->Diener,,
283,Your creatures' Spell Gems have fewer Charges.,Deine Kreaturen haben weniger Ladungen in ihren Zauberedelsteinen.,TERM:Spell Gems->Zaubersteine,,
284,Your creatures can only have a certain amount of extra traits gained in battle.,Deine Kreaturen können nur eine bestimmte Anzahl an zusätzlichen Eigenschaften im Kampf erlangen.,TERM:Traits->Merkmale,,
299,"At the start of battle, your other creatures gain an [temporary]Ethereal copy of the Spell Gem, but it has only 1 {STAT_charge}.","Zu Beginn des Kampfes erhalten deine anderen Kreaturen eine [temporary]Ätherische Kopie des Zauberedelsteins, aber sie hat nur 1 {STAT_charge}.",TERM:Spell Gem->Zauberstein,,
325,This False God has the following traits:,Dieser Falsche Gott hat die folgenden Eigenschaften:,TERM:Traits->Merkmale,,
327,Trait Slots,Eigenschaftsplätze,TERM:Trait->Merkmal,,
331,Material: Spell Gems,Material: Zauberedelsteine,TERM:Spell Gems->Zaubersteine,,
332,Material: Trait Materials,Material: Eigenschaftsmaterialien,TERM:Trait->Merkmal,,
340,Trait: {1},Eigenschaft: {1},TERM:Trait->Merkmal,,
341,"Traits: {1}, {2}","Eigenschaften: {1}, {2}",TERM:Traits->Merkmale,,
